payment_id,order_id,payment_datetime,amount,status,method
P104113-1,104113,2024-03-11 12:50:00,24.36,refunded,Wire
P104114-1,104114,2024-03-13 21:58:00,144.51,authorized,Card
P104114-2,104114,2024-03-13 01:58:00,5.57,authorized,PayPal
P104115-1,104115,2024-03-11 06:08:00,36.61,refunded,Cash
P104116-1,104116,2024-03-11 02:26:00,7.65,failed,Card
P104117-1,104117,2024-03-11 09:41:00,26.21,failed,Wire
P104118-1,104118,2024-03-12 08:25:00,73.85,captured,Cash
P104119-1,104119,2024-03-13 02:10:00,75.47,authorized,Card
P104120-1,104120,2024-03-13 06:23:00,20.91,authorized,PayPal
P104121-1,104121,2024-03-10 20:11:00,6.94,failed,Cash
P104122-1,104122,2024-03-12 10:42:00,154.42,authorized,Wire
P104123-1,104123,2024-03-11 00:03:00,32.5,authorized,Card
P104124-1,104124,2024-03-10 07:15:00,31.25,captured,PayPal
P104125-1,104125,2024-03-12 23:16:00,19.59,refunded,Wire
P104126-1,104126,2024-03-10 16:29:00,37.53,refunded,Card
P104127-1,104127,2024-03-11 23:26:00,58.44,authorized,Card
P104128-1,104128,2024-03-11 18:55:00,99.3,captured,PayPal
P104129-1,104129,2024-03-12 00:07:00,119.72,failed,Card
P104130-1,104130,2024-03-10 21:33:00,155.35,captured,Card
P104131-1,104131,2024-03-13 02:10:00,105.1,failed,PayPal
P104132-1,104132,2024-03-11 11:35:00,54.77,refunded,Card
P104133-1,104133,2024-03-11 15:54:00,72.77,refunded,PayPal
P104134-1,104134,2024-03-12 03:07:00,48.4,failed,Wire
P104135-1,104135,2024-03-10 09:36:00,126.81,authorized,PayPal
P104136-1,104136,2024-03-13 13:19:00,25.6,captured,PayPal
P104137-1,104137,2024-03-10 18:31:00,44.15,failed,PayPal
P104138-1,104138,2024-03-10 21:06:00,80.91,refunded,PayPal
P104139-1,104139,2024-03-12 23:18:00,62.18,authorized,Wire
P104140-1,104140,2024-03-11 00:18:00,41.88,authorized,Card
P104141-1,104141,2024-03-11 03:48:00,60.61,failed,Cash
P104142-1,104142,2024-03-12 20:53:00,65.3,authorized,PayPal
P104143-1,104143,2024-03-12 18:13:00,38.44,refunded,Wire
P104144-1,104144,2024-03-10 20:30:00,59.77,authorized,PayPal
P104145-1,104145,2024-03-12 23:56:00,137.02,failed,Cash
P104146-1,104146,2024-03-13 02:50:00,47.59,authorized,Wire
P104147-1,104147,2024-03-13 14:07:00,105.1,failed,Wire
P104148-1,104148,2024-03-11 07:54:00,85.97,failed,Card
P104149-1,104149,2024-03-11 22:22:00,38.9,refunded,Wire
P104150-1,104150,2024-03-14 02:55:00,56.6,authorized,PayPal
P104151-1,104151,2024-03-13 00:27:00,22.73,failed,Card
P104152-1,104152,2024-03-11 20:08:00,20.61,failed,Cash
P104153-1,104153,2024-03-11 13:06:00,61.38,refunded,Cash
P104154-1,104154,2024-03-13 06:51:00,47.36,captured,Cash
P104154-2,104154,2024-03-12 07:51:00,21.26,failed,Wire
P104155-1,104155,2024-03-14 02:19:00,54.34,failed,Wire
P104156-1,104156,2024-03-13 20:43:00,51.37,refunded,PayPal
P104157-1,104157,2024-03-12 18:46:00,64.2,captured,Cash
P104158-1,104158,2024-03-12 05:09:00,81.31,authorized,PayPal
P104159-1,104159,2024-03-12 03:44:00,10.08,failed,PayPal
P104160-1,104160,2024-03-13 08:23:00,31.83,refunded,Card
P104161-1,104161,2024-03-11 08:00:00,35.85,failed,Card
P104162-1,104162,2024-03-13 20:43:00,13.74,captured,Card
P104163-1,104163,2024-03-13 01:01:00,39.92,failed,Wire
P104164-1,104164,2024-03-13 12:31:00,59.17,refunded,PayPal
P104165-1,104165,2024-03-13 23:09:00,65.02,failed,Card
P104166-1,104166,2024-03-12 13:36:00,126.99,captured,Card
P104167-1,104167,2024-03-11 17:06:00,24.45,failed,Card
P104168-1,104168,2024-03-12 05:49:00,39.76,authorized,PayPal
P104169-1,104169,2024-03-12 18:16:00,87.6,failed,Card
P104170-1,104170,2024-03-13 18:35:00,35.76,refunded,PayPal
P104171-1,104171,2024-03-14 06:59:00,71.85,refunded,Card
P104172-1,104172,2024-03-12 09:56:00,59.65,refunded,PayPal
P104173-1,104173,2024-03-13 13:54:00,115.55,authorized,PayPal
P104174-1,104174,2024-03-13 20:40:00,31.12,failed,PayPal
P104175-1,104175,2024-03-12 09:59:00,26.44,failed,Cash
P104176-1,104176,2024-03-11 15:04:00,61.84,refunded,Wire
P104177-1,104177,2024-03-11 23:07:00,53.01,failed,Wire
P104178-1,104178,2024-03-13 03:27:00,74.11,failed,PayPal
P104179-1,104179,2024-03-12 16:43:00,37.15,failed,Wire
P104180-1,104180,2024-03-14 07:27:00,100.05,refunded,Cash
P104181-1,104181,2024-03-13 09:17:00,61.66,captured,PayPal
P104182-1,104182,2024-03-13 18:44:00,29.17,refunded,Cash
P104183-1,104183,2024-03-11 21:28:00,123.16,refunded,Cash
P104184-1,104184,2024-03-12 08:51:00,149.23,authorized,Cash
P104185-1,104185,2024-03-13 08:36:00,16.68,failed,Wire
P104186-1,104186,2024-03-12 23:48:00,83.76,authorized,PayPal
P104187-1,104187,2024-03-13 00:44:00,18.28,refunded,Card
P104188-1,104188,2024-03-11 06:30:00,34.47,failed,Cash
P104189-1,104189,2024-03-12 18:12:00,176.64,authorized,Card
P104190-1,104190,2024-03-12 08:40:00,150.81,authorized,Card
P104191-1,104191,2024-03-11 07:15:00,30.05,refunded,Card
P104192-1,104192,2024-03-11 12:23:00,71.22,authorized,PayPal
P104193-1,104193,2024-03-13 07:58:00,87.33,refunded,Cash
P104194-1,104194,2024-03-13 08:11:00,11.75,refunded,Cash
P104195-1,104195,2024-03-12 11:44:00,73.05,refunded,Wire
P104196-1,104196,2024-03-12 01:25:00,16.03,authorized,Cash
P104197-1,104197,2024-03-12 08:25:00,42.52,captured,Cash
P104198-1,104198,2024-03-12 06:11:00,15.3,captured,PayPal
P104199-1,104199,2024-03-11 18:47:00,97.74,authorized,Cash
P104200-1,104200,2024-03-14 10:41:00,71.64,failed,Cash
P104201-1,104201,2024-03-12 12:04:00,43.27,captured,Wire
P104202-1,104202,2024-03-12 05:20:00,34.83,authorized,PayPal
P104203-1,104203,2024-03-14 16:02:00,20.05,refunded,Wire
P104204-1,104204,2024-03-13 23:45:00,84.46,captured,PayPal
P104205-1,104205,2024-03-12 01:37:00,113.05,authorized,Wire
P104206-1,104206,2024-03-14 16:55:00,45.09,refunded,Cash
P104207-1,104207,2024-03-11 20:18:00,30.83,refunded,Card
P104208-1,104208,2024-03-13 17:06:00,46.23,captured,Cash
P104209-1,104209,2024-03-12 15:02:00,27.41,failed,Wire
P104210-1,104210,2024-03-12 12:05:00,50.85,failed,Wire
P104211-1,104211,2024-03-13 14:33:00,76.1,refunded,Cash
P104212-1,104212,2024-03-14 09:55:00,83.63,failed,PayPal
P104213-1,104213,2024-03-12 15:22:00,113.24,captured,Cash
P104213-2,104213,2024-03-13 06:22:00,106.84,failed,Cash
P104214-1,104214,2024-03-13 14:44:00,75.67,refunded,Card
P104215-1,104215,2024-03-12 15:41:00,67.03,captured,Card
P104216-1,104216,2024-03-13 03:22:00,119.85,refunded,PayPal
P104217-1,104217,2024-03-13 04:22:00,25.94,captured,PayPal
P104218-1,104218,2024-03-13 23:31:00,21.52,failed,PayPal
P104219-1,104219,2024-03-13 05:30:00,46.58,authorized,PayPal
P104220-1,104220,2024-03-11 19:22:00,27.87,authorized,Card
P104221-1,104221,2024-03-13 23:31:00,100.73,authorized,Card
P104222-1,104222,2024-03-14 17:29:00,17.52,refunded,Cash
P104223-1,104223,2024-03-14 03:12:00,145.91,captured,PayPal
P104224-1,104224,2024-03-13 21:32:00,3.32,captured,PayPal
P104225-1,104225,2024-03-15 03:49:00,30.68,failed,Card
P104226-1,104226,2024-03-15 05:25:00,48.64,captured,PayPal
P104227-1,104227,2024-03-15 05:17:00,45.08,captured,PayPal
P104228-1,104228,2024-03-15 17:01:00,60.61,failed,Wire
P104229-1,104229,2024-03-14 10:07:00,15.01,authorized,Card
P104230-1,104230,2024-03-12 14:11:00,59.93,refunded,Card
P104231-1,104231,2024-03-13 16:42:00,40.71,failed,Wire
P104232-1,104232,2024-03-14 05:50:00,104.3,failed,Wire
P104234-1,104234,2024-03-14 21:35:00,13.64,failed,Card
P104235-1,104235,2024-03-13 11:41:00,130.88,failed,Cash
P104236-1,104236,2024-03-13 14:36:00,12.21,refunded,Wire
P104237-1,104237,2024-03-14 04:32:00,90.01,refunded,Cash
P104238-1,104238,2024-03-15 05:30:00,63.04,failed,Card
P104239-1,104239,2024-03-13 20:18:00,193.58,authorized,Wire
P104240-1,104240,2024-03-13 01:48:00,9.53,captured,PayPal
P104241-1,104241,2024-03-14 22:36:00,17.64,captured,Cash
P104242-1,104242,2024-03-14 02:06:00,66.26,authorized,Card
P104243-1,104243,2024-03-12 04:24:00,33.96,refunded,PayPal
P104244-1,104244,2024-03-14 04:14:00,86.39,captured,PayPal
P104245-1,104245,2024-03-12 01:09:00,122.15,authorized,Wire
P104246-1,104246,2024-03-15 09:56:00,125.31,authorized,PayPal
P104247-1,104247,2024-03-13 05:15:00,57.03,authorized,Card
P104248-1,104248,2024-03-15 15:53:00,52.06,authorized,Cash
P104249-1,104249,2024-03-14 03:59:00,93.11,failed,Card
P104250-1,104250,2024-03-13 02:48:00,20.62,captured,Wire
P104251-1,104251,2024-03-12 06:11:00,5.58,captured,Cash
P104252-1,104252,2024-03-15 17:05:00,42.91,failed,Wire
P104253-1,104253,2024-03-15 00:05:00,18.23,refunded,Cash
P104254-1,104254,2024-03-14 08:43:00,79.24,authorized,PayPal
P104255-1,104255,2024-03-14 23:51:00,29.46,authorized,PayPal
P104256-1,104256,2024-03-13 18:58:00,31.88,authorized,PayPal
P104257-1,104257,2024-03-13 22:30:00,73.94,captured,Cash
P104258-1,104258,2024-03-13 17:56:00,59.88,failed,Card
P104259-1,104259,2024-03-13 13:40:00,53.21,captured,PayPal
P104260-1,104260,2024-03-12 17:50:00,14.35,authorized,Cash
P104261-1,104261,2024-03-15 04:26:00,36.31,refunded,Cash
P104262-1,104262,2024-03-14 20:14:00,75.08,captured,Wire
P104263-1,104263,2024-03-12 15:01:00,52.37,failed,Wire
P104264-1,104264,2024-03-12 20:21:00,43.37,refunded,Wire
P104265-1,104265,2024-03-14 12:27:00,70.66,authorized,Card
P104266-1,104266,2024-03-13 23:36:00,4.47,captured,PayPal
P104267-1,104267,2024-03-13 17:14:00,95.46,authorized,PayPal
P104268-1,104268,2024-03-14 01:10:00,37.61,authorized,Card
P104269-1,104269,2024-03-13 18:17:00,168.59,refunded,Wire
P104270-1,104270,2024-03-13 18:24:00,38.7,authorized,Wire
P104271-1,104271,2024-03-12 14:36:00,64.45,captured,Cash
P104272-1,104272,2024-03-13 00:10:00,119.45,refunded,Cash
P104273-1,104273,2024-03-14 19:48:00,119.75,failed,Card
P104274-1,104274,2024-03-12 23:21:00,22.34,failed,Wire
P104275-1,104275,2024-03-14 21:10:00,69.84,failed,Card
P104276-1,104276,2024-03-13 09:34:00,17.98,failed,PayPal
P104277-1,104277,2024-03-15 06:55:00,43.73,authorized,Cash
P104278-1,104278,2024-03-14 09:30:00,8.21,refunded,PayPal
P104279-1,104279,2024-03-14 09:53:00,31.22,refunded,Card
P104280-1,104280,2024-03-14 23:56:00,18.9,refunded,Wire
P104281-1,104281,2024-03-13 08:10:00,135.08,authorized,Wire
P104282-1,104282,2024-03-12 23:05:00,31.88,captured,Wire
P104283-1,104283,2024-03-15 00:27:00,12.52,refunded,Wire
P104284-1,104284,2024-03-15 13:50:00,87.59,captured,Card
P104285-1,104285,2024-03-15 18:30:00,115.84,failed,Wire
P104286-1,104286,2024-03-15 14:43:00,48.63,authorized,Wire
P104287-1,104287,2024-03-14 19:17:00,130.29,refunded,Cash
P104288-1,104288,2024-03-15 21:25:00,51.02,authorized,PayPal
P104289-1,104289,2024-03-13 20:14:00,35.69,authorized,Cash
P104290-1,104290,2024-03-13 21:50:00,73.5,captured,Wire
P104291-1,104291,2024-03-16 07:41:00,48.89,failed,Cash
P104292-1,104292,2024-03-14 03:05:00,74.16,captured,Cash
P104293-1,104293,2024-03-13 22:52:00,32.43,refunded,Card
P104294-1,104294,2024-03-15 12:24:00,37.74,authorized,Cash
P104295-1,104295,2024-03-15 09:24:00,16.19,captured,Card
P104296-1,104296,2024-03-16 09:50:00,165.34,failed,PayPal
P104297-1,104297,2024-03-15 07:54:00,119.88,refunded,PayPal
P104298-1,104298,2024-03-14 20:01:00,52.53,captured,Cash
P104299-1,104299,2024-03-15 09:40:00,53.59,captured,Wire
P104300-1,104300,2024-03-13 11:17:00,187.93,failed,Card
P104301-1,104301,2024-03-14 00:46:00,47.01,captured,Card
P104302-1,104302,2024-03-15 05:16:00,106.52,failed,PayPal
P104303-1,104303,2024-03-13 16:34:00,112.32,refunded,Cash
P104304-1,104304,2024-03-15 02:32:00,42.35,authorized,PayPal
P104305-1,104305,2024-03-15 22:57:00,75.19,authorized,Wire
P104306-1,104306,2024-03-14 14:06:00,22.62,authorized,Card
P104307-1,104307,2024-03-14 00:13:00,52.99,failed,PayPal
P104308-1,104308,2024-03-14 00:32:00,21.69,captured,PayPal
P104309-1,104309,2024-03-13 06:05:00,10.01,authorized,Card
P104310-1,104310,2024-03-15 18:37:00,13.43,failed,PayPal
P104311-1,104311,2024-03-14 15:58:00,64.12,authorized,Wire
P104312-1,104312,2024-03-13 13:04:00,17.26,captured,Wire
P104313-1,104313,2024-03-16 19:59:00,48.13,refunded,PayPal
P104314-1,104314,2024-03-16 10:16:00,9.54,refunded,Cash
P104314-2,104314,2024-03-13 21:16:00,24.11,captured,Cash
P104315-1,104315,2024-03-14 16:12:00,45.16,failed,PayPal
P104315-2,104315,2024-03-15 20:12:00,17.29,authorized,Card
P104316-1,104316,2024-03-14 12:21:00,62.41,captured,PayPal
P104317-1,104317,2024-03-15 12:42:00,42.92,authorized,Card
P104318-1,104318,2024-03-15 12:45:00,42.3,authorized,Cash
P104319-1,104319,2024-03-14 00:29:00,141.88,captured,Card
P104320-1,104320,2024-03-14 02:04:00,12.07,authorized,Card
P104321-1,104321,2024-03-13 22:36:00,89.91,authorized,Cash
P104322-1,104322,2024-03-14 04:27:00,8.07,refunded,Cash
P104322-2,104322,2024-03-14 01:27:00,18.03,captured,PayPal
P104323-1,104323,2024-03-13 05:27:00,84.64,refunded,Cash
P104324-1,104324,2024-03-13 12:58:00,56.23,failed,Wire
P104325-1,104325,2024-03-15 20:19:00,42.19,failed,Wire
P104326-1,104326,2024-03-14 08:49:00,65.23,refunded,Wire
P104327-1,104327,2024-03-16 17:18:00,45.79,captured,PayPal
P104328-1,104328,2024-03-14 08:58:00,25.9,captured,Card
P104329-1,104329,2024-03-13 17:20:00,111.75,refunded,Cash
P104330-1,104330,2024-03-13 20:54:00,175.38,failed,Card
P104331-1,104331,2024-03-13 09:38:00,58.7,refunded,PayPal
P104332-1,104332,2024-03-16 02:51:00,41.49,captured,Card
P104333-1,104333,2024-03-15 23:25:00,73.58,authorized,PayPal
P104334-1,104334,2024-03-15 06:26:00,66.87,captured,Card
P104335-1,104335,2024-03-14 22:06:00,49.55,captured,Cash
P104336-1,104336,2024-03-15 19:53:00,3.25,failed,Wire
P104337-1,104337,2024-03-15 21:54:00,62.69,failed,Wire
P104338-1,104338,2024-03-14 10:47:00,37.56,captured,PayPal
P104339-1,104339,2024-03-14 14:29:00,41.11,captured,Wire
P104340-1,104340,2024-03-14 19:59:00,29.78,refunded,Cash
P104341-1,104341,2024-03-13 15:19:00,54.06,authorized,PayPal
P104342-1,104342,2024-03-14 20:43:00,42.64,refunded,Wire
P104343-1,104343,2024-03-16 05:56:00,91.01,authorized,Card
P104344-1,104344,2024-03-15 00:30:00,88.92,captured,Card
P104345-1,104345,2024-03-16 10:03:00,6.83,authorized,Cash
P104346-1,104346,2024-03-15 12:58:00,88.37,refunded,PayPal
P104347-1,104347,2024-03-14 03:36:00,23.89,refunded,PayPal
P104348-1,104348,2024-03-15 02:11:00,16.26,authorized,Card
P104349-1,104349,2024-03-14 20:18:00,26.83,authorized,Card
P104350-1,104350,2024-03-13 06:43:00,86.28,failed,Card
P104351-1,104351,2024-03-16 07:23:00,11.57,authorized,Wire
P104352-1,104352,2024-03-15 21:10:00,73.99,refunded,PayPal
P104352-2,104352,2024-03-14 06:10:00,20.92,refunded,Cash
P104353-1,104353,2024-03-14 19:04:00,104.36,authorized,PayPal
P104354-1,104354,2024-03-14 05:27:00,34.13,captured,PayPal
P104355-1,104355,2024-03-16 09:13:00,50.93,authorized,PayPal
P104356-1,104356,2024-03-13 16:11:00,90.19,refunded,Wire
P104357-1,104357,2024-03-13 12:08:00,39.77,captured,PayPal
P104358-1,104358,2024-03-13 13:02:00,69.32,captured,Cash
P104359-1,104359,2024-03-13 17:59:00,21.64,failed,PayPal
P104361-1,104361,2024-03-14 21:54:00,44.27,refunded,PayPal
P104362-1,104362,2024-03-17 05:43:00,56.7,authorized,Card
P104363-1,104363,2024-03-14 23:22:00,102.36,captured,Card
P104364-1,104364,2024-03-17 15:00:00,65.6,refunded,Card
P104365-1,104365,2024-03-17 00:10:00,64.13,authorized,Cash
P104366-1,104366,2024-03-14 03:30:00,25.09,captured,Cash
P104367-1,104367,2024-03-16 05:57:00,22.14,authorized,Card
P104368-1,104368,2024-03-15 02:34:00,13.68,refunded,Wire
P104369-1,104369,2024-03-17 15:02:00,11.82,refunded,Cash
P104370-1,104370,2024-03-15 18:35:00,36.2,captured,Wire
P104371-1,104371,2024-03-14 14:43:00,35.0,authorized,PayPal
P104372-1,104372,2024-03-15 09:58:00,60.34,authorized,Card
P104373-1,104373,2024-03-16 02:34:00,75.51,refunded,Wire
P104374-1,104374,2024-03-16 05:35:00,241.92,authorized,Wire
P104375-1,104375,2024-03-14 12:59:00,74.47,captured,Wire
P104376-1,104376,2024-03-16 16:53:00,23.67,failed,Card
P104377-1,104377,2024-03-16 09:50:00,60.71,refunded,PayPal
P104378-1,104378,2024-03-14 02:52:00,54.11,refunded,PayPal
P104379-1,104379,2024-03-15 21:49:00,52.52,refunded,Cash
P104380-1,104380,2024-03-16 00:24:00,61.21,refunded,Cash
P104381-1,104381,2024-03-17 05:45:00,55.98,refunded,Cash
P104382-1,104382,2024-03-16 11:29:00,11.35,failed,Wire
P104383-1,104383,2024-03-15 01:06:00,108.95,authorized,Wire
P104384-1,104384,2024-03-17 02:18:00,29.92,failed,PayPal
P104385-1,104385,2024-03-16 10:47:00,28.59,failed,Cash
P104386-1,104386,2024-03-17 03:26:00,82.91,captured,Wire
P104387-1,104387,2024-03-17 11:29:00,69.74,failed,PayPal
P104388-1,104388,2024-03-14 07:49:00,34.11,authorized,Card
P104389-1,104389,2024-03-14 03:06:00,131.36,failed,Card
P104390-1,104390,2024-03-15 11:21:00,38.38,captured,Card
P104390-2,104390,2024-03-16 21:21:00,15.17,refunded,PayPal
P104391-1,104391,2024-03-14 11:29:00,24.7,refunded,Card
P104392-1,104392,2024-03-15 23:08:00,28.55,authorized,PayPal
P104393-1,104393,2024-03-16 10:17:00,10.4,captured,Card
P104394-1,104394,2024-03-15 19:16:00,124.42,authorized,Cash
P104395-1,104395,2024-03-17 13:58:00,54.98,authorized,Cash
P104396-1,104396,2024-03-16 22:50:00,48.35,authorized,PayPal
P104397-1,104397,2024-03-14 06:25:00,44.5,refunded,PayPal
P104398-1,104398,2024-03-15 08:39:00,93.57,refunded,Card
P104399-1,104399,2024-03-15 02:17:00,117.27,refunded,Cash
P104400-1,104400,2024-03-16 19:31:00,42.05,captured,Wire
P104401-1,104401,2024-03-15 17:27:00,13.26,refunded,Cash
P104402-1,104402,2024-03-16 14:12:00,41.51,failed,PayPal
P104403-1,104403,2024-03-15 09:26:00,65.37,refunded,Wire
P104404-1,104404,2024-03-15 16:41:00,54.59,captured,PayPal
P104405-1,104405,2024-03-14 22:17:00,52.64,authorized,Card
P104406-1,104406,2024-03-17 02:33:00,118.7,authorized,PayPal
P104407-1,104407,2024-03-14 14:21:00,14.8,refunded,Cash
P104408-1,104408,2024-03-15 23:13:00,51.82,refunded,Wire
P104409-1,104409,2024-03-16 02:32:00,52.24,failed,Wire
P104410-1,104410,2024-03-15 04:47:00,55.38,refunded,Wire
P104411-1,104411,2024-03-14 18:18:00,32.99,authorized,Cash
P104412-1,104412,2024-03-16 22:45:00,6.1,failed,Cash
P104413-1,104413,2024-03-16 22:07:00,15.14,captured,PayPal
P104414-1,104414,2024-03-14 19:07:00,62.37,captured,PayPal
P104415-1,104415,2024-03-17 08:26:00,87.72,captured,Wire
P104416-1,104416,2024-03-17 09:46:00,38.54,refunded,PayPal
P104417-1,104417,2024-03-16 06:29:00,75.71,captured,PayPal
P104419-1,104419,2024-03-16 15:41:00,119.21,authorized,Wire
P104420-1,104420,2024-03-17 03:44:00,83.05,refunded,Cash
P104421-1,104421,2024-03-16 15:22:00,94.84,authorized,Cash
P104422-1,104422,2024-03-17 15:36:00,86.48,captured,PayPal
P104423-1,104423,2024-03-17 16:52:00,25.88,authorized,Cash
P104424-1,104424,2024-03-16 23:17:00,72.49,captured,Wire
P104425-1,104425,2024-03-17 08:01:00,25.02,failed,Wire
P104426-1,104426,2024-03-18 09:01:00,31.55,authorized,PayPal
P104427-1,104427,2024-03-17 07:41:00,35.61,authorized,Cash
P104429-1,104429,2024-03-17 06:33:00,79.66,captured,PayPal
P104430-1,104430,2024-03-17 07:45:00,47.29,captured,Card
P104431-1,104431,2024-03-18 00:58:00,92.19,authorized,PayPal
P104432-1,104432,2024-03-17 22:55:00,62.86,failed,Wire
P104433-1,104433,2024-03-16 13:04:00,44.71,failed,Wire
P104434-1,104434,2024-03-18 01:55:00,107.57,failed,Card
P104435-1,104435,2024-03-15 21:11:00,34.31,failed,PayPal
P104436-1,104436,2024-03-16 01:17:00,61.62,failed,PayPal
P104437-1,104437,2024-03-16 00:49:00,182.84,authorized,Cash
P104438-1,104438,2024-03-18 00:49:00,29.51,refunded,Wire
P104439-1,104439,2024-03-16 14:36:00,97.4,captured,Wire
P104439-2,104439,2024-03-18 10:36:00,65.76,refunded,Card
P104440-1,104440,2024-03-15 18:50:00,95.39,captured,Cash
P104441-1,104441,2024-03-17 05:48:00,80.22,captured,Cash
P104442-1,104442,2024-03-17 22:16:00,115.51,refunded,Cash
P104443-1,104443,2024-03-16 04:56:00,102.83,refunded,Cash
P104444-1,104444,2024-03-18 02:38:00,27.68,authorized,Cash
P104445-1,104445,2024-03-18 00:26:00,77.89,refunded,Cash
P104447-1,104447,2024-03-16 07:06:00,3.99,captured,Card
P104448-1,104448,2024-03-15 20:37:00,75.96,captured,Card
P104449-1,104449,2024-03-17 23:52:00,106.03,refunded,Card
P104449-2,104449,2024-03-17 14:52:00,82.67,refunded,Wire
P104450-1,104450,2024-03-16 05:21:00,42.49,authorized,Card
P104451-1,104451,2024-03-16 06:01:00,34.89,refunded,Card
P104452-1,104452,2024-03-17 22:52:00,95.84,captured,PayPal
P104453-1,104453,2024-03-18 06:37:00,45.11,refunded,Card
P104454-1,104454,2024-03-15 18:35:00,94.0,captured,Cash
P104455-1,104455,2024-03-18 08:27:00,81.08,refunded,Cash
P104456-1,104456,2024-03-16 17:05:00,103.33,refunded,PayPal
P104457-1,104457,2024-03-17 04:30:00,18.49,failed,PayPal
P104458-1,104458,2024-03-15 21:36:00,70.72,authorized,Wire
P104459-1,104459,2024-03-17 00:00:00,29.84,captured,Card
P104460-1,104460,2024-03-16 18:35:00,27.38,refunded,PayPal
P104461-1,104461,2024-03-16 20:49:00,31.73,refunded,Card
P104461-2,104461,2024-03-18 07:49:00,108.99,authorized,Cash
P104462-1,104462,2024-03-17 02:41:00,63.99,failed,PayPal
P104463-1,104463,2024-03-16 17:04:00,80.81,refunded,Wire
P104464-1,104464,2024-03-15 22:54:00,61.24,authorized,Cash
P104465-1,104465,2024-03-16 10:02:00,32.88,refunded,Wire
P104466-1,104466,2024-03-16 17:02:00,102.08,refunded,PayPal
P104467-1,104467,2024-03-16 05:50:00,55.9,captured,Cash
P104468-1,104468,2024-03-18 15:08:00,18.19,failed,Cash
P104469-1,104469,2024-03-17 07:06:00,31.02,authorized,Card
P104470-1,104470,2024-03-15 19:44:00,17.96,captured,Wire
P104471-1,104471,2024-03-16 17:41:00,16.85,authorized,Wire
P104472-1,104472,2024-03-17 13:08:00,5.08,failed,Wire
P104473-1,104473,2024-03-16 09:04:00,81.8,refunded,Wire
P104474-1,104474,2024-03-15 11:06:00,21.03,authorized,PayPal
P104475-1,104475,2024-03-15 17:56:00,92.92,authorized,Card
P104476-1,104476,2024-03-18 19:33:00,50.84,captured,PayPal
P104477-1,104477,2024-03-17 18:42:00,33.26,refunded,PayPal
P104478-1,104478,2024-03-16 19:05:00,74.2,failed,Wire
P104479-1,104479,2024-03-19 10:29:00,60.75,captured,Card
P104480-1,104480,2024-03-17 01:57:00,50.22,authorized,Cash
P104481-1,104481,2024-03-17 13:25:00,83.09,captured,Cash
P104482-1,104482,2024-03-17 09:24:00,61.92,captured,PayPal
P104483-1,104483,2024-03-19 02:03:00,43.75,failed,Cash
P104484-1,104484,2024-03-17 06:32:00,22.14,captured,Card
P104485-1,104485,2024-03-17 18:21:00,29.12,captured,PayPal
P104486-1,104486,2024-03-19 21:03:00,42.88,captured,Card
P104487-1,104487,2024-03-19 10:42:00,47.47,refunded,PayPal
P104487-2,104487,2024-03-17 08:42:00,11.55,authorized,Wire
P104488-1,104488,2024-03-18 16:41:00,29.63,refunded,Wire
P104489-1,104489,2024-03-16 20:46:00,45.09,captured,Cash
P104490-1,104490,2024-03-17 09:30:00,2.4,captured,Wire
P104490-2,104490,2024-03-19 05:30:00,79.06,refunded,Wire
P104491-1,104491,2024-03-17 00:56:00,11.54,refunded,Cash
P104492-1,104492,2024-03-19 12:30:00,110.02,captured,Card
P104493-1,104493,2024-03-17 18:17:00,69.76,captured,Card
P104494-1,104494,2024-03-18 20:28:00,49.06,failed,Cash
P104495-1,104495,2024-03-18 09:15:00,51.29,captured,Cash
P104496-1,104496,2024-03-16 23:16:00,66.07,captured,Card
P104497-1,104497,2024-03-17 16:05:00,72.58,captured,PayPal
P104498-1,104498,2024-03-18 17:42:00,18.75,authorized,Wire
P104499-1,104499,2024-03-18 16:31:00,36.47,captured,Card
P104500-1,104500,2024-03-18 09:43:00,16.98,captured,Cash
P104501-1,104501,2024-03-17 19:52:00,36.9,failed,Cash
P104502-1,104502,2024-03-17 02:23:00,78.54,refunded,PayPal
P104503-1,104503,2024-03-18 03:41:00,72.89,captured,Cash
P104504-1,104504,2024-03-16 13:17:00,36.45,failed,PayPal
P104505-1,104505,2024-03-19 00:18:00,78.55,failed,PayPal
P104506-1,104506,2024-03-19 01:20:00,15.57,failed,Wire
P104507-1,104507,2024-03-17 08:32:00,121.33,failed,Cash
P104507-2,104507,2024-03-17 18:32:00,28.0,captured,PayPal
P104508-1,104508,2024-03-17 02:31:00,70.71,failed,Card
P104509-1,104509,2024-03-19 17:52:00,42.1,captured,PayPal
P104510-1,104510,2024-03-17 14:31:00,110.85,refunded,Card
P104511-1,104511,2024-03-17 12:44:00,29.46,failed,Cash
P104512-1,104512,2024-03-18 19:46:00,73.54,captured,Wire
P104513-1,104513,2024-03-17 13:50:00,92.3,refunded,PayPal
P104514-1,104514,2024-03-16 06:29:00,254.44,captured,Card
P104515-1,104515,2024-03-17 13:11:00,55.99,refunded,Card
P104516-1,104516,2024-03-19 02:15:00,43.34,captured,Wire
P104517-1,104517,2024-03-19 10:28:00,24.34,captured,Card
P104518-1,104518,2024-03-20 07:33:00,52.08,captured,Cash
P104519-1,104519,2024-03-20 05:07:00,17.41,refunded,PayPal
