order_id,ship_date,delivery_date,carrier,shipping_cost
102396,2024-02-16 09:46:00,2024-02-24 09:46:00,USPS,9.44
102397,2024-02-15 15:12:00,2024-02-17 15:12:00,DHL,3.23
102398,2024-02-11 11:09:00,2024-02-19 11:09:00,UPS,16.77
102400,2024-02-13 20:03:00,2024-02-22 20:03:00,USPS,11.1
102401,2024-02-11 05:19:00,2024-02-18 05:19:00,DHL,14.03
102402,2024-02-14 01:25:00,2024-02-22 01:25:00,DHL,7.0
102403,2024-02-15 05:48:00,2024-02-22 05:48:00,UPS,8.54
102404,2024-02-16 22:58:00,2024-02-17 22:58:00,FedEx,7.1
102405,2024-02-13 01:07:00,2024-02-15 01:07:00,DHL,3.89
102406,2024-02-11 10:45:00,2024-02-16 10:45:00,FedEx,18.53
102408,2024-02-13 15:36:00,2024-02-16 15:36:00,DHL,10.59
102409,2024-02-15 01:07:00,2024-02-18 01:07:00,FedEx,35.34
102410,2024-02-12 12:25:00,2024-02-15 12:25:00,DHL,5.15
102411,2024-02-12 18:44:00,2024-02-16 18:44:00,DHL,1.35
102412,2024-02-12 01:54:00,2024-02-22 01:54:00,USPS,7.07
102413,2024-02-14 08:59:00,2024-02-22 08:59:00,UPS,12.5
102414,2024-02-15 11:16:00,2024-02-21 11:16:00,UPS,6.78
102415,2024-02-11 19:58:00,2024-02-14 19:58:00,FedEx,8.9
102417,2024-02-16 08:25:00,2024-02-21 08:25:00,USPS,10.45
102418,2024-02-12 17:46:00,2024-02-20 17:46:00,DHL,31.07
102419,2024-02-12 21:41:00,2024-02-15 21:41:00,USPS,9.33
102420,2024-02-15 00:27:00,2024-02-16 00:27:00,FedEx,7.24
102421,2024-02-12 15:26:00,2024-02-22 15:26:00,FedEx,14.93
102423,2024-02-16 19:35:00,2024-02-23 19:35:00,UPS,10.14
102424,2024-02-12 20:07:00,2024-02-20 20:07:00,USPS,6.88
102425,2024-02-13 04:38:00,2024-02-17 04:38:00,UPS,2.04
102426,2024-02-15 03:17:00,2024-02-22 03:17:00,USPS,8.61
102427,2024-02-16 20:14:00,2024-02-18 20:14:00,FedEx,17.82
102428,2024-02-12 04:35:00,2024-02-19 04:35:00,USPS,16.68
102429,2024-02-14 02:09:00,2024-02-15 02:09:00,FedEx,4.18
102430,2024-02-12 06:44:00,2024-02-17 06:44:00,USPS,14.78
102431,2024-02-12 20:43:00,2024-02-14 20:43:00,USPS,11.29
102432,2024-02-11 04:28:00,2024-02-19 04:28:00,UPS,7.79
102433,2024-02-13 22:35:00,2024-02-17 22:35:00,USPS,3.15
102434,2024-02-12 02:59:00,2024-02-18 02:59:00,UPS,18.57
102435,2024-02-15 23:56:00,2024-02-25 23:56:00,FedEx,5.77
102436,2024-02-17 01:06:00,2024-02-19 01:06:00,UPS,2.6
102437,2024-02-13 14:34:00,2024-02-17 14:34:00,DHL,10.91
102438,2024-02-17 03:47:00,2024-02-21 03:47:00,UPS,15.79
102440,2024-02-13 22:37:00,2024-02-15 22:37:00,UPS,10.88
102441,2024-02-12 22:00:00,2024-02-20 22:00:00,USPS,12.56
102442,2024-02-15 00:02:00,2024-02-23 00:02:00,USPS,33.03
102443,2024-02-15 15:01:00,2024-02-19 15:01:00,UPS,12.92
102444,2024-02-13 07:26:00,2024-02-18 07:26:00,USPS,6.44
102445,2024-02-15 18:17:00,2024-02-25 18:17:00,USPS,10.72
102447,2024-02-17 14:55:00,2024-02-20 14:55:00,DHL,0.41
102448,2024-02-16 08:02:00,2024-02-20 08:02:00,USPS,8.35
102449,2024-02-13 07:29:00,2024-02-22 07:29:00,USPS,5.33
102450,2024-02-13 16:52:00,2024-02-14 16:52:00,DHL,4.93
102451,2024-02-13 19:28:00,2024-02-17 19:28:00,DHL,11.21
102452,2024-02-17 03:30:00,2024-02-19 03:30:00,USPS,7.79
102453,2024-02-16 23:01:00,2024-02-21 23:01:00,DHL,4.37
102454,2024-02-12 07:54:00,2024-02-19 07:54:00,USPS,6.2
102455,2024-02-17 22:34:00,2024-02-21 22:34:00,UPS,6.17
102456,2024-02-13 15:29:00,2024-02-15 15:29:00,DHL,12.42
102457,2024-02-13 15:44:00,2024-02-22 15:44:00,DHL,5.46
102458,2024-02-15 19:42:00,2024-02-18 19:42:00,FedEx,7.11
102459,2024-02-16 20:12:00,2024-02-18 20:12:00,UPS,8.12
102460,2024-02-17 20:43:00,2024-02-25 20:43:00,FedEx,19.26
102461,2024-02-17 17:44:00,2024-02-23 17:44:00,UPS,4.28
102462,2025-04-05 00:00:00,2025-04-11 00:00:00,DHL,1.63
102463,2024-02-17 00:28:00,2024-02-22 00:28:00,UPS,15.48
102464,2024-02-17 07:50:00,2024-02-18 07:50:00,DHL,2.92
102465,2024-02-16 22:21:00,2024-02-26 22:21:00,FedEx,8.37
102466,2024-02-16 16:41:00,2024-02-19 16:41:00,USPS,8.21
102467,2024-02-14 20:25:00,2024-02-23 20:25:00,USPS,7.46
102469,2024-02-13 01:47:00,2024-02-19 01:47:00,DHL,8.07
102470,2024-02-17 00:05:00,2024-02-24 00:05:00,FedEx,15.43
102471,2024-02-17 17:13:00,2024-02-20 17:13:00,FedEx,10.24
102473,2024-02-16 12:54:00,2024-02-26 12:54:00,USPS,20.56
102475,2024-02-14 22:01:00,2024-02-24 22:01:00,FedEx,3.58
102476,2024-02-12 14:27:00,2024-02-22 14:27:00,USPS,1.5
102477,2024-02-12 02:06:00,2024-02-17 02:06:00,USPS,7.94
102478,2024-02-13 03:03:00,2024-02-19 03:03:00,USPS,11.98
102481,2024-02-17 12:17:00,2024-02-19 12:17:00,DHL,11.05
102482,2024-02-17 19:13:00,2024-02-21 19:13:00,UPS,5.66
102486,2024-02-16 05:27:00,2024-02-24 05:27:00,DHL,15.53
102487,2024-02-12 08:11:00,2024-02-17 08:11:00,USPS,0.93
102488,2024-02-12 22:29:00,2024-02-17 22:29:00,USPS,8.69
102490,2024-02-17 03:15:00,2024-02-19 03:15:00,FedEx,4.83
102491,2024-02-16 08:23:00,2024-02-22 08:23:00,DHL,6.3
102492,2024-02-17 05:59:00,2024-02-21 05:59:00,USPS,21.67
102493,2024-02-16 01:29:00,2024-02-21 01:29:00,USPS,7.87
102494,2024-02-14 12:09:00,2024-02-19 12:09:00,UPS,3.82
102495,2024-02-16 15:17:00,2024-02-18 15:17:00,USPS,12.95
102497,2024-02-15 08:32:00,2024-02-23 08:32:00,FedEx,3.97
102498,2024-02-15 15:03:00,2024-02-18 15:03:00,USPS,3.65
102501,2024-02-16 18:00:00,2024-02-26 18:00:00,UPS,10.0
102502,2024-02-14 16:57:00,2024-02-24 16:57:00,UPS,5.84
102503,2024-02-12 20:20:00,2024-02-13 20:20:00,UPS,0.6
102504,2024-02-16 23:14:00,2024-02-17 23:14:00,UPS,12.24
102506,2024-02-16 19:25:00,2024-02-18 19:25:00,FedEx,4.95
102507,2024-02-14 02:54:00,2024-02-19 02:54:00,FedEx,4.47
102508,2024-02-16 15:55:00,2024-02-23 15:55:00,USPS,4.31
102509,2024-02-16 16:05:00,2024-02-20 16:05:00,FedEx,13.16
102511,2024-02-14 02:57:00,2024-02-17 02:57:00,USPS,4.06
102512,2024-02-15 09:36:00,2024-02-19 09:36:00,USPS,0.19
102513,2024-02-16 05:24:00,2024-02-21 05:24:00,UPS,19.11
102514,2024-02-14 09:28:00,2024-02-20 09:28:00,DHL,11.61
102515,2024-02-17 18:10:00,2024-02-27 18:10:00,FedEx,3.35
102516,2024-02-18 02:21:00,2024-02-24 02:21:00,FedEx,7.19
102517,2024-02-17 08:42:00,2024-02-21 08:42:00,USPS,17.06
102518,2024-02-15 12:01:00,2024-02-20 12:01:00,UPS,14.61
102519,2024-02-17 10:21:00,2024-02-19 10:21:00,UPS,6.19
102520,2024-02-18 18:32:00,2024-02-28 18:32:00,FedEx,8.58
102521,2024-02-13 15:50:00,2024-02-19 15:50:00,FedEx,1.54
102522,2024-02-16 01:25:00,2024-02-19 01:25:00,USPS,2.45
102523,2024-02-18 02:25:00,2024-02-27 02:25:00,USPS,13.46
102524,2024-02-17 01:21:00,2024-02-25 01:21:00,FedEx,21.11
102525,2024-02-16 16:14:00,2024-02-17 16:14:00,FedEx,0.62
102526,2024-02-13 04:30:00,2024-02-14 04:30:00,FedEx,8.39
102527,2024-02-17 04:31:00,2024-02-19 04:31:00,FedEx,9.97
102528,2024-02-14 09:10:00,2024-02-23 09:10:00,FedEx,4.94
102529,2024-02-16 12:23:00,2024-02-17 12:23:00,FedEx,7.63
102531,2024-02-14 02:51:00,2024-02-19 02:51:00,USPS,9.07
102532,2024-02-16 22:12:00,2024-02-18 22:12:00,FedEx,15.41
102533,2024-06-19 00:00:00,2024-06-22 00:00:00,DHL,3.32
102534,2024-02-14 18:55:00,2024-02-24 18:55:00,USPS,8.16
102535,2024-02-15 20:49:00,2024-02-20 20:49:00,USPS,12.24
102536,2024-02-14 15:58:00,2024-02-17 15:58:00,DHL,14.82
102537,2024-02-18 14:32:00,2024-02-19 14:32:00,UPS,4.82
102538,2024-02-17 00:57:00,2024-02-20 00:57:00,FedEx,10.75
102539,2024-02-17 04:39:00,2024-02-27 04:39:00,DHL,1.82
102540,2024-02-16 12:27:00,2024-02-23 12:27:00,UPS,14.14
102541,2024-02-15 12:28:00,2024-02-18 12:28:00,UPS,8.27
102542,2024-02-18 12:13:00,2024-02-28 12:13:00,UPS,4.88
102543,2024-02-15 02:07:00,2024-02-22 02:07:00,FedEx,4.35
102544,2024-02-16 15:14:00,2024-02-20 15:14:00,UPS,10.44
102546,2024-02-14 06:20:00,2024-02-23 06:20:00,UPS,4.42
102547,2024-02-17 14:05:00,2024-02-27 14:05:00,USPS,4.44
102548,2024-02-18 04:33:00,2024-02-23 04:33:00,USPS,13.95
102549,2024-02-15 05:10:00,2024-02-20 05:10:00,UPS,1.36
102551,2024-02-16 00:17:00,2024-02-20 00:17:00,USPS,6.6
102552,2024-02-18 05:23:00,2024-02-22 05:23:00,FedEx,4.67
102553,2024-02-13 14:02:00,2024-02-17 14:02:00,FedEx,0.77
102554,2024-02-14 11:53:00,2024-02-18 11:53:00,DHL,11.01
102555,2024-02-13 02:48:00,2024-02-19 02:48:00,DHL,6.14
102556,2024-02-16 04:40:00,2024-02-21 04:40:00,FedEx,1.56
102557,2024-02-18 07:00:00,2024-02-19 07:00:00,DHL,3.33
102558,2024-02-17 08:31:00,2024-02-25 08:31:00,USPS,4.7
102559,2024-02-16 17:26:00,2024-02-24 17:26:00,USPS,2.28
102560,2024-02-14 04:08:00,2024-02-20 04:08:00,FedEx,9.68
102561,2024-02-18 14:47:00,2024-02-25 14:47:00,UPS,16.1
102562,2024-02-16 13:11:00,2024-02-22 13:11:00,FedEx,10.05
102563,2024-02-15 04:38:00,2024-02-19 04:38:00,USPS,12.67
102564,2024-02-17 17:34:00,2024-02-26 17:34:00,FedEx,4.39
102565,2024-02-15 23:06:00,2024-02-16 23:06:00,UPS,16.97
102566,2024-02-14 15:53:00,2024-02-21 15:53:00,UPS,13.2
102567,2024-02-14 11:23:00,2024-02-22 11:23:00,DHL,5.28
102568,2024-02-16 06:13:00,2024-02-22 06:13:00,FedEx,9.76
102569,2024-02-13 20:20:00,2024-02-17 20:20:00,DHL,1.7
102570,2024-02-17 00:25:00,2024-02-20 00:25:00,DHL,11.75
102571,2024-02-13 07:25:00,2024-02-19 07:25:00,USPS,8.51
102572,2024-02-16 22:42:00,2024-02-18 22:42:00,UPS,8.51
102573,2024-02-14 05:38:00,2024-02-24 05:38:00,DHL,20.17
102575,2024-02-13 07:57:00,2024-02-22 07:57:00,UPS,3.51
102577,2024-02-17 16:34:00,2024-02-25 16:34:00,USPS,6.42
102578,2024-02-18 15:52:00,2024-02-28 15:52:00,UPS,1.07
102579,2024-02-14 00:42:00,2024-02-18 00:42:00,DHL,3.08
102580,2024-02-17 11:17:00,2024-02-24 11:17:00,UPS,7.33
102581,2024-02-17 07:36:00,2024-02-26 07:36:00,UPS,3.93
102582,2024-02-14 04:53:00,2024-02-19 04:53:00,UPS,3.01
102583,2024-02-14 11:45:00,2024-02-15 11:45:00,USPS,8.18
102584,2024-02-15 19:41:00,2024-02-23 19:41:00,FedEx,3.12
102586,2024-02-14 13:25:00,2024-02-22 13:25:00,USPS,17.42
102587,2024-02-14 18:29:00,2024-02-19 18:29:00,UPS,2.69
102588,2024-02-17 21:14:00,2024-02-20 21:14:00,FedEx,9.9
102589,2024-02-17 15:04:00,2024-02-13 15:04:00,DHL,10.51
102590,2024-02-17 19:42:00,2024-02-26 19:42:00,UPS,2.89
102591,2024-02-18 14:20:00,2024-02-26 14:20:00,FedEx,12.57
102592,2024-02-16 23:51:00,2024-02-24 23:51:00,USPS,6.74
102593,2024-02-15 11:11:00,2024-02-18 11:11:00,DHL,9.92
102594,2024-02-19 12:39:00,2024-02-27 12:39:00,USPS,6.62
102595,2024-02-15 19:27:00,2024-02-20 19:27:00,DHL,7.8
102596,2024-02-17 09:18:00,2024-02-26 09:18:00,DHL,1.33
102598,2024-02-19 03:29:00,2024-02-25 03:29:00,UPS,11.72
102599,2024-02-19 12:51:00,2024-02-26 12:51:00,UPS,5.38
102600,2024-02-14 01:55:00,2024-02-24 01:55:00,DHL,14.58
102601,2024-02-18 09:02:00,2024-02-26 09:02:00,DHL,13.5
102602,2024-02-14 11:57:00,2024-02-21 11:57:00,USPS,2.04
102603,2024-02-18 16:07:00,2024-02-24 16:07:00,UPS,0.77
102604,2024-02-16 00:55:00,2024-02-26 00:55:00,DHL,7.3
102605,2024-02-17 07:37:00,2024-02-22 07:37:00,DHL,7.84
102606,2024-02-18 23:02:00,2024-02-26 23:02:00,DHL,5.04
102607,2024-02-14 23:40:00,2024-02-17 23:40:00,UPS,17.17
102609,2024-02-14 07:28:00,2024-02-18 07:28:00,USPS,5.23
102610,2024-02-15 22:23:00,2024-02-22 22:23:00,UPS,15.39
102611,2024-02-15 04:47:00,2024-02-17 04:47:00,FedEx,4.84
102612,2024-02-14 18:36:00,2024-02-20 18:36:00,USPS,1.53
102613,2024-02-18 01:36:00,2024-02-28 01:36:00,USPS,9.18
102615,2024-02-17 18:33:00,2024-02-18 18:33:00,DHL,12.14
102616,2024-02-14 05:13:00,2024-02-17 05:13:00,FedEx,5.05
102617,2024-02-18 11:25:00,2024-02-24 11:25:00,DHL,10.48
102619,2024-02-17 20:15:00,2024-02-22 20:15:00,USPS,7.83
102620,2024-02-15 06:23:00,2024-02-19 06:23:00,FedEx,1.84
102621,2024-02-14 21:35:00,2024-02-18 21:35:00,FedEx,19.98
102622,2024-02-16 06:41:00,2024-02-25 06:41:00,UPS,27.01
102623,2024-02-14 12:17:00,2024-02-16 12:17:00,USPS,14.35
102624,2024-02-19 07:32:00,2024-02-21 07:32:00,UPS,15.0
102625,2024-02-17 11:51:00,2024-02-23 11:51:00,FedEx,2.79
102626,2024-02-16 13:30:00,2024-02-26 13:30:00,USPS,14.6
102627,2024-02-15 21:06:00,2024-02-18 21:06:00,USPS,2.5
102628,2024-02-16 17:25:00,2024-02-18 17:25:00,UPS,3.05
102629,2024-02-18 23:07:00,2024-02-20 23:07:00,DHL,8.44
102630,2024-02-19 02:35:00,2024-02-27 02:35:00,DHL,18.86
102631,2024-02-17 10:29:00,2024-02-25 10:29:00,UPS,13.22
102632,2024-02-18 13:08:00,2024-02-23 13:08:00,DHL,13.55
102634,2024-02-17 16:48:00,2024-02-24 16:48:00,USPS,1.0
102635,2024-02-16 00:14:00,2024-02-24 00:14:00,USPS,6.63
102636,2024-02-15 11:46:00,2024-02-24 11:46:00,UPS,4.1
102637,2024-02-19 13:03:00,2024-02-26 13:03:00,USPS,6.97
102638,2024-02-14 00:06:00,2024-02-15 00:06:00,DHL,14.79
102640,2024-02-19 13:10:00,2024-02-25 13:10:00,FedEx,15.4
102641,2024-02-17 01:47:00,2024-02-18 01:47:00,UPS,10.24
102642,2024-02-14 00:52:00,2024-02-18 00:52:00,DHL,22.07
102643,2024-02-19 10:35:00,2024-02-29 10:35:00,FedEx,2.39
102644,2024-02-16 06:27:00,2024-02-26 06:27:00,USPS,5.84
102645,2024-02-19 13:35:00,2024-02-28 13:35:00,FedEx,9.61
102646,2024-02-18 21:52:00,2024-02-22 21:52:00,FedEx,3.96
102647,2024-02-14 12:21:00,2024-02-20 12:21:00,FedEx,4.7
102648,2024-02-16 23:13:00,2024-02-23 23:13:00,UPS,4.8
102650,2024-02-17 03:38:00,2024-02-19 03:38:00,FedEx,10.97
102651,2024-02-15 05:36:00,2024-02-20 05:36:00,DHL,11.07
102652,2024-02-18 16:40:00,2024-02-27 16:40:00,FedEx,18.33
102653,2024-02-19 05:58:00,2024-02-27 05:58:00,FedEx,3.61
102655,2024-02-17 07:20:00,2024-02-18 07:20:00,DHL,6.95
102657,2024-02-18 21:25:00,2024-02-24 21:25:00,DHL,13.1
102658,2024-02-19 07:25:00,2024-02-25 07:25:00,USPS,19.37
102659,2024-02-19 07:15:00,2024-02-24 07:15:00,FedEx,4.67
102661,2024-02-17 04:54:00,2024-02-27 04:54:00,USPS,3.35
102662,2024-02-19 05:42:00,2024-02-29 05:42:00,USPS,2.19
102663,2024-02-20 04:14:00,2024-02-23 04:14:00,DHL,13.75
102664,2024-02-16 07:28:00,2024-02-26 07:28:00,DHL,16.82
102666,2024-02-17 23:52:00,2024-02-24 23:52:00,USPS,12.5
102667,2024-02-20 05:26:00,2024-02-26 05:26:00,UPS,21.13
102669,2024-02-16 08:02:00,2024-02-22 08:02:00,DHL,14.27
102670,2024-02-19 09:16:00,2024-02-24 09:16:00,USPS,2.57
102671,2024-02-15 05:23:00,2024-02-19 05:23:00,DHL,8.41
102672,2024-02-17 21:51:00,2024-02-21 21:51:00,USPS,10.68
102674,2024-02-17 07:33:00,2024-02-25 07:33:00,UPS,5.54
102675,2024-02-15 15:26:00,2024-02-21 15:26:00,DHL,7.07
102676,2024-02-18 06:51:00,2024-02-25 06:51:00,DHL,22.66
102677,2024-02-18 20:51:00,2024-02-28 20:51:00,FedEx,24.6
102678,2024-02-19 03:13:00,2024-02-25 03:13:00,DHL,0.97
102679,2024-02-16 12:06:00,2024-02-19 12:06:00,DHL,9.66
102680,2024-02-17 19:19:00,2024-02-25 19:19:00,UPS,10.75
102681,2024-02-15 18:40:00,2024-02-18 18:40:00,USPS,34.9
102682,2024-02-16 21:47:00,2024-02-19 21:47:00,FedEx,4.51
102684,2024-02-18 21:23:00,2024-02-27 21:23:00,FedEx,14.84
102685,2024-02-19 13:21:00,2024-02-26 13:21:00,USPS,11.22
102686,2024-02-19 06:45:00,2024-02-28 06:45:00,FedEx,3.18
102687,2024-02-20 00:20:00,2024-02-28 00:20:00,FedEx,6.1
102688,2024-02-16 06:39:00,2024-02-24 06:39:00,FedEx,11.39
102689,2024-02-17 19:28:00,2024-02-18 19:28:00,USPS,2.8
102690,2024-02-20 03:54:00,2024-02-25 03:54:00,FedEx,8.68
102691,2024-02-15 16:14:00,2024-02-22 16:14:00,DHL,22.44
102692,2024-02-15 17:38:00,2024-02-24 17:38:00,UPS,15.1
102693,2024-02-15 04:07:00,2024-02-24 04:07:00,FedEx,10.59
102694,2024-02-19 23:39:00,2024-02-22 23:39:00,USPS,18.12
102695,2024-02-17 15:59:00,2024-02-19 15:59:00,USPS,17.83
102696,2024-02-15 16:11:00,2024-02-20 16:11:00,UPS,8.34
102697,2024-02-15 09:21:00,2024-02-25 09:21:00,FedEx,9.74
102698,2024-02-15 08:25:00,2024-02-22 08:25:00,DHL,2.78
102699,2024-02-19 18:59:00,2024-02-26 18:59:00,FedEx,13.12
102700,2024-02-20 07:43:00,2024-03-01 07:43:00,UPS,6.81
102701,2024-02-15 22:33:00,2024-02-22 22:33:00,DHL,4.98
102702,2024-02-17 08:17:00,2024-02-24 08:17:00,DHL,9.32
102703,2024-02-20 23:39:00,2024-02-29 23:39:00,FedEx,11.43
102704,2024-02-18 12:32:00,2024-02-25 12:32:00,UPS,8.89
102705,2024-02-17 08:06:00,2024-02-21 08:06:00,FedEx,10.79
102706,2024-02-15 05:29:00,2024-02-20 05:29:00,FedEx,29.6
102707,2024-02-15 16:43:00,2024-02-18 16:43:00,DHL,7.02
102708,2024-02-19 18:42:00,2024-02-21 18:42:00,UPS,2.64
102709,2024-02-18 17:37:00,2024-02-28 17:37:00,DHL,6.78
102710,2024-02-19 02:42:00,2024-02-21 02:42:00,USPS,11.52
102711,2024-02-19 18:26:00,2024-02-25 18:26:00,UPS,14.32
102713,2024-02-17 03:27:00,2024-02-18 03:27:00,USPS,5.33
102715,2024-02-17 10:36:00,2024-02-21 10:36:00,UPS,7.87
102717,2024-02-16 20:16:00,2024-02-26 20:16:00,USPS,8.65
102718,2024-02-21 13:32:00,2024-02-28 13:32:00,UPS,10.69
102719,2024-02-18 21:21:00,2024-02-23 21:21:00,DHL,13.3
102720,2024-02-16 13:02:00,2024-02-24 13:02:00,FedEx,5.57
102721,2024-02-21 19:09:00,2024-02-26 19:09:00,FedEx,6.37
102722,2024-02-17 04:48:00,2024-02-22 04:48:00,USPS,2.12
102723,2024-02-19 17:14:00,2024-02-28 17:14:00,USPS,1.67
102724,2024-02-17 12:30:00,2024-02-20 12:30:00,DHL,1.66
102726,2024-02-21 06:43:00,2024-02-26 06:43:00,FedEx,11.88
102727,2024-02-18 00:18:00,2024-02-25 00:18:00,DHL,2.68
102728,2024-02-20 10:51:00,2024-02-28 10:51:00,DHL,9.3
102729,2024-02-20 22:33:00,2024-02-27 22:33:00,UPS,22.63
102731,2024-02-16 03:54:00,2024-02-19 03:54:00,USPS,7.83
102732,2024-02-17 20:30:00,2024-02-21 20:30:00,UPS,4.8
102734,2024-02-18 17:25:00,2024-02-25 17:25:00,USPS,4.62
102736,2024-02-19 14:13:00,2024-02-23 14:13:00,USPS,7.12
102737,2024-02-16 04:46:00,2024-02-22 04:46:00,FedEx,10.09
102738,2024-02-16 22:01:00,2024-02-25 22:01:00,DHL,22.87
102739,2024-02-19 17:00:00,2024-02-24 17:00:00,USPS,4.85
102741,2024-02-17 16:25:00,2024-02-22 16:25:00,FedEx,18.25
102742,2024-02-16 23:13:00,2024-02-21 23:13:00,USPS,0.64
102743,2024-02-19 15:57:00,2024-02-25 15:57:00,DHL,4.61
102744,2024-02-18 02:22:00,2024-02-28 02:22:00,DHL,21.59
102745,2024-02-19 07:52:00,2024-02-22 07:52:00,FedEx,23.7
102746,2024-02-20 23:43:00,2024-02-29 23:43:00,FedEx,12.72
102747,2024-02-19 14:50:00,2024-02-24 14:50:00,FedEx,4.38
102748,2024-02-17 11:47:00,2024-02-20 11:47:00,UPS,2.59
102750,2024-02-19 09:45:00,2024-02-26 09:45:00,DHL,8.81
102751,2024-02-18 17:34:00,2024-02-19 17:34:00,USPS,0.81
102753,2024-02-21 22:33:00,2024-02-26 22:33:00,UPS,8.19
102754,2024-02-19 09:29:00,2024-02-23 09:29:00,FedEx,2.27
102755,2024-02-18 06:30:00,2024-02-22 06:30:00,USPS,19.7
102756,2024-02-22 11:14:00,2024-02-23 11:14:00,USPS,3.88
102757,2024-02-18 20:25:00,2024-02-25 20:25:00,DHL,8.41
102758,2024-02-21 07:41:00,2024-02-24 07:41:00,DHL,6.69
102759,2024-02-17 01:51:00,2024-02-21 01:51:00,USPS,26.16
102760,2024-02-20 03:43:00,2024-02-21 03:43:00,DHL,11.16
102762,2024-02-20 05:37:00,2024-02-21 05:37:00,USPS,5.82
102763,2024-02-19 13:06:00,2024-02-28 13:06:00,UPS,5.62
102766,2024-02-18 22:47:00,2024-02-24 22:47:00,DHL,6.3
102768,2024-02-21 20:45:00,2024-02-25 20:45:00,UPS,8.71
102770,2024-02-17 14:54:00,2024-02-18 14:54:00,UPS,5.55
102771,2024-02-22 07:46:00,2024-03-03 07:46:00,USPS,6.61
102772,2024-02-21 22:32:00,2024-02-23 22:32:00,FedEx,15.39
102774,2024-02-17 07:39:00,2024-02-20 07:39:00,DHL,5.59
102775,2024-02-20 23:19:00,2024-02-26 23:19:00,USPS,9.93
102776,2024-02-20 18:23:00,2024-02-29 18:23:00,FedEx,5.3
102777,2024-02-21 16:12:00,2024-02-27 16:12:00,DHL,2.71
102779,2024-02-22 23:04:00,2024-02-23 23:04:00,UPS,4.52
102781,2024-02-21 15:30:00,2024-02-27 15:30:00,DHL,18.58
102782,2024-02-21 08:10:00,2024-03-02 08:10:00,DHL,19.14
102784,2024-02-19 20:45:00,2024-02-21 20:45:00,DHL,4.0
102785,2024-02-17 08:45:00,2024-02-24 08:45:00,USPS,10.87
102786,2024-02-19 21:09:00,2024-02-24 21:09:00,FedEx,22.0
102787,2024-02-21 10:49:00,2024-02-28 10:49:00,DHL,23.49
102788,2024-02-17 16:34:00,2024-02-23 16:34:00,UPS,29.64
102790,2024-02-21 20:25:00,2024-02-23 20:25:00,DHL,8.24
102792,2024-02-22 07:12:00,2024-02-16 07:12:00,DHL,13.65
102793,2024-02-17 05:54:00,2024-02-25 05:54:00,UPS,10.47
102794,2024-02-22 23:16:00,2024-02-28 23:16:00,FedEx,12.88
102795,2024-02-22 07:09:00,2024-02-23 07:09:00,UPS,1.5
102796,2024-02-22 19:36:00,2024-02-25 19:36:00,DHL,9.51
102797,2024-02-18 18:41:00,2024-02-21 18:41:00,DHL,8.18
102798,2024-02-18 06:49:00,2024-02-27 06:49:00,USPS,7.81
102799,2024-02-19 16:16:00,2024-02-20 16:16:00,USPS,15.85
102800,2024-02-18 06:13:00,2024-02-23 06:13:00,UPS,8.35
102801,2024-02-22 19:41:00,2024-03-01 19:41:00,DHL,14.7
102802,2024-02-20 14:27:00,2024-02-23 14:27:00,USPS,17.82
102804,2024-02-22 19:06:00,2024-02-24 19:06:00,USPS,6.61
102805,2024-02-21 04:55:00,2024-03-01 04:55:00,FedEx,4.21
102806,2024-02-18 12:19:00,2024-02-23 12:19:00,UPS,18.52
102809,2024-02-20 02:52:00,2024-02-22 02:52:00,UPS,4.98
102810,2024-02-18 08:00:00,2024-02-21 08:00:00,DHL,5.1
102811,2024-02-21 18:27:00,2024-02-27 18:27:00,UPS,1.67
102812,2024-02-19 19:50:00,2024-02-29 19:50:00,DHL,7.43
102813,2024-02-21 06:07:00,2024-02-29 06:07:00,UPS,10.12
102814,2024-02-22 02:11:00,2024-02-29 02:11:00,USPS,5.89
102815,2024-02-21 04:00:00,2024-03-01 04:00:00,UPS,11.14
102816,2024-02-21 03:40:00,2024-03-02 03:40:00,UPS,18.33
102817,2024-02-18 21:54:00,2024-02-22 21:54:00,USPS,3.82
102819,2024-02-22 06:30:00,2024-03-03 06:30:00,DHL,14.71
102820,2024-02-20 09:29:00,2024-03-01 09:29:00,UPS,11.48
102821,2024-02-20 18:26:00,2024-02-27 18:26:00,USPS,3.3
102823,2024-02-22 21:24:00,2024-03-02 21:24:00,UPS,3.31
102824,2024-02-23 05:38:00,2024-02-24 05:38:00,FedEx,7.0
102825,2024-02-20 11:46:00,2024-02-22 11:46:00,UPS,13.68
102826,2024-02-23 08:40:00,2024-02-28 08:40:00,DHL,3.84
102827,2024-02-21 05:48:00,2024-02-28 05:48:00,DHL,6.96
102828,2024-02-22 12:10:00,2024-03-01 12:10:00,USPS,2.14
102829,2024-02-18 19:01:00,2024-02-20 19:01:00,FedEx,12.47
102832,2024-02-18 15:26:00,2024-02-19 15:26:00,FedEx,17.94
102833,2024-02-18 01:28:00,2024-02-20 01:28:00,USPS,6.86
102834,2024-02-19 23:47:00,2024-02-23 23:47:00,FedEx,28.18
102835,2024-02-19 03:46:00,2024-02-22 03:46:00,DHL,14.16
102837,2024-02-20 12:33:00,2024-02-25 12:33:00,USPS,4.95
102838,2024-02-21 21:29:00,2024-02-26 21:29:00,DHL,2.91
102839,2024-02-21 11:37:00,2024-02-23 11:37:00,DHL,24.97
