order_id,customer_id,order_datetime,order_status,channel,state_at_purchase
112377,126,2024-07-26 23:43:00,shipped,Web,WA
112378,981,2024-07-26 02:04:00,paid,In-Store,NY
112379,385,2024-07-26 09:57:00,cancelled,In-Store,PA
112380,877,2024-07-26 20:43:00,shipped,In-Store,WA
112381,416,2024-07-26 00:25:00,delivered,Web,PA
112382,277,2024-07-26 22:03:00,paid,Web,NC
112383,274,2024-07-26 00:54:00,delivered,Web,FL
112384,1030,2024-07-26 10:05:00,created,Web,ZZ
112385,1101,2024-07-27 23:11:00,shipped,In-Store,PA
112386,1027,2024-07-27 15:11:00,created,Mobile,IL
112387,349,2024-07-27 10:53:00,cancelled,In-Store,FL
112388,508,2024-07-27 10:26:00,paid,Mobile,TX
112389,426,2024-07-27 10:13:00,created,Web,WA
112390,1105,2024-07-27 06:37:00,paid,In-Store,FL
112391,920,2024-07-27 02:55:00,cancelled,Web,TX
112392,1024,2024-07-27 13:27:00,shipped,Mobile,MA
112393,347,2024-07-27 19:45:00,delivered,Web,CA
112394,308,2024-07-27 23:25:00,delivered,In-Store,PA
112395,619,2024-07-27 00:11:00,created,Mobile,NC
112396,756,2024-07-27 14:17:00,shipped,Web,TX
112397,372,2024-07-27 01:52:00,paid,In-Store,MA
112398,1133,2024-07-27 16:12:00,cancelled,Mobile,PA
112399,1095,2024-07-27 04:22:00,delivered,Web,FL
112400,1132,2024-07-27 13:10:00,cancelled,Web,IL
112401,645,2024-07-27 06:57:00,shipped,Mobile,ZZ
112402,237,2024-07-27 11:54:00,shipped,In-Store,FL
112403,735,2024-07-27 16:51:00,created,In-Store,CA
112404,1114,2024-07-27 18:36:00,paid,In-Store,FL
112405,167,2024-07-27 01:56:00,paid,Mobile,NY
112406,70,2024-07-27 14:51:00,delivered,Mobile,MA
112407,683,2024-07-27 23:26:00,paid,Web,TX
112408,204,2024-07-27 10:23:00,paid,In-Store,CA
112409,509,2024-07-27 10:05:00,created,Web,NC
112410,36,2024-07-27 23:46:00,paid,In-Store,GA
112411,207,2024-07-27 21:19:00,cancelled,Mobile,IL
112412,716,2024-07-27 11:12:00,cancelled,In-Store,MA
112413,512,2024-07-27 19:39:00,created,Mobile,GA
112414,319,2024-07-27 23:10:00,shipped,Mobile,ZZ
112415,1121,2024-07-27 02:26:00,created,Mobile,TX
112416,612,2024-07-27 08:22:00,shipped,Mobile,ZZ
112417,817,2024-07-27 09:59:00,shipped,Mobile,PA
112418,44,2024-07-27 10:45:00,delivered,In-Store,CA
112419,630,2024-07-27 06:24:00,cancelled,Mobile,PA
112420,1034,2024-07-27 17:06:00,delivered,Mobile,MA
112421,78,2024-07-27 12:25:00,delivered,Web,MA
112422,135,2024-07-27 21:43:00,paid,Mobile,CA
112423,509,2024-07-27 23:49:00,paid,Web,MA
112424,128,2024-07-27 20:22:00,cancelled,Mobile,IL
112425,671,2024-07-27 03:59:00,created,Web,TX
112426,522,2024-07-27 05:38:00,shipped,In-Store,TX
112427,1088,2024-07-27 12:12:00,paid,Web,PA
112428,1013,2024-07-27 21:43:00,delivered,In-Store,FL
112429,936,2024-07-28 08:29:00,delivered,Mobile,FL
112430,990,2024-07-28 15:27:00,shipped,In-Store,TX
112431,68,2024-07-28 01:41:00,paid,Web,CA
112432,1160,2024-07-28 06:58:00,cancelled,Web,WA
112433,708,2024-07-28 01:06:00,shipped,In-Store,NY
112434,31,2024-07-28 05:57:00,cancelled,Web,NY
112435,1166,2024-07-28 16:37:00,shipped,In-Store,MA
112436,177,2024-07-28 11:52:00,created,Web,IL
112437,887,2024-07-28 00:05:00,cancelled,Mobile,GA
112438,590,2024-07-28 01:58:00,shipped,In-Store,CA
112439,980,2024-07-28 23:47:00,created,Mobile,IN
112440,355,2024-07-28 15:31:00,created,Mobile,IN
112441,515,2024-07-28 00:17:00,created,In-Store,NC
112442,137,2024-07-28 02:08:00,cancelled,In-Store,ZZ
112443,68,2024-07-28 02:59:00,cancelled,Web,FL
112444,484,2024-07-28 21:32:00,shipped,Mobile,GA
112445,733,2024-07-28 08:35:00,cancelled,Web,NC
112446,600,2024-07-28 14:17:00,delivered,In-Store,FL
112447,66,2024-07-28 10:09:00,paid,Web,MA
112448,794,2024-07-28 20:45:00,paid,Mobile,IL
112449,835,2024-07-28 19:18:00,paid,In-Store,MA
112450,332,2024-07-28 11:12:00,shipped,Mobile,IL
112451,64,2024-07-28 07:15:00,delivered,In-Store,IL
112452,353,2024-07-28 20:15:00,paid,Web,CA
112453,621,2024-07-28 22:32:00,created,Mobile,WA
112454,471,2024-07-28 12:53:00,cancelled,Web,MA
112455,413,2024-07-28 21:42:00,cancelled,Web,IN
112456,84,2024-07-28 07:54:00,cancelled,Mobile,FL
112457,929,2024-07-28 00:53:00,cancelled,Mobile,PA
112458,1048,2024-07-28 15:21:00,cancelled,Web,NC
112459,1002,2024-07-28 23:03:00,shipped,In-Store,NY
112460,6,2024-07-28 00:21:00,shipped,Web,IN
112461,455,2024-07-28 11:09:00,paid,In-Store,CA
112462,1087,2024-07-28 16:48:00,cancelled,Mobile,NY
112463,365,2024-07-28 03:59:00,paid,Mobile,IL
112464,1163,2024-07-28 07:48:00,created,Mobile,PA
112465,1186,2024-07-28 11:46:00,shipped,Web,CA
112466,667,2024-07-28 22:48:00,shipped,Mobile,CA
112467,834,2024-07-28 17:55:00,delivered,Web,IN
112468,898,2024-07-28 09:13:00,delivered,Web,TX
112469,290,2024-07-28 04:14:00,delivered,Mobile,IN
112470,631,2024-07-28 00:20:00,cancelled,Web,ZZ
112471,357,2024-07-28 07:09:00,created,Web,IL
112472,784,2024-07-28 03:47:00,paid,Mobile,MA
112473,143,2024-07-28 00:30:00,paid,Web,MA
112474,36,2024-07-28 00:11:00,delivered,In-Store,CA
112475,1010,2024-07-28 06:28:00,cancelled,In-Store,PA
112476,896,2024-07-28 14:25:00,delivered,Web,IL
112477,490,2024-07-28 22:30:00,shipped,Web,MA
112478,163,2024-07-28 20:52:00,created,In-Store,CA
112479,24,2024-07-28 18:26:00,created,Web,NC
112480,790,2024-07-28 11:56:00,paid,Mobile,WA
112481,569,2024-07-29 00:20:00,paid,Mobile,CA
112482,201,2024-07-29 17:42:00,cancelled,Web,MA
112483,486,2024-07-29 02:42:00,paid,Mobile,MA
112484,388,2024-07-29 19:39:00,created,Web,NC
112485,651,2024-07-29 12:02:00,paid,Mobile,PA
112486,486,2024-07-29 08:06:00,delivered,Mobile,GA
112487,69,2024-07-29 11:49:00,paid,Web,IN
112488,467,2024-07-29 21:20:00,shipped,In-Store,ZZ
112489,557,2024-07-29 07:42:00,delivered,Web,TX
112490,886,2024-07-29 13:31:00,cancelled,Web,CA
112491,1189,2024-07-29 19:11:00,shipped,In-Store,MA
112492,972,2024-07-29 16:13:00,cancelled,Mobile,GA
112493,1174,2024-07-29 22:52:00,created,Web,GA
112494,269,2024-07-29 09:25:00,paid,Mobile,ZZ
112495,266,2024-07-29 05:52:00,paid,Mobile,ZZ
112496,394,2024-07-29 21:00:00,cancelled,Web,NC
112497,342,2024-07-29 18:26:00,delivered,In-Store,NC
112498,868,2024-07-29 04:05:00,cancelled,Web,GA
112499,9,2024-07-29 13:09:00,shipped,Web,WA
112500,117,2024-07-29 17:47:00,cancelled,Web,GA
112501,362,2024-07-29 10:42:00,delivered,Mobile,MA
112502,51,2024-07-29 02:19:00,shipped,Mobile,IL
112503,669,2024-07-29 09:03:00,cancelled,Mobile,FL
112504,415,2024-07-29 05:06:00,cancelled,Web,PA
112505,121,2024-07-29 17:08:00,shipped,Web,IN
112506,267,2024-07-29 16:25:00,shipped,Mobile,MA
112507,314,2024-07-29 07:06:00,created,Mobile,NY
112508,362,2024-07-29 02:15:00,cancelled,In-Store,PA
112509,198,2024-07-29 21:52:00,created,Mobile,NY
112510,651,2024-07-29 13:27:00,paid,Web,FL
112511,927,2024-07-29 14:53:00,paid,Web,GA
112512,1178,2024-07-29 17:55:00,paid,Web,FL
112513,851,2024-07-29 07:28:00,paid,Mobile,NY
112514,988,2024-07-29 22:25:00,paid,Web,NY
112515,373,2024-07-29 05:33:00,cancelled,In-Store,PA
112516,1198,2024-07-29 02:46:00,cancelled,Web,IN
112517,853,2024-07-29 21:28:00,delivered,In-Store,IL
112518,10,2024-07-29 00:15:00,shipped,Mobile,GA
112519,162,2024-07-29 08:20:00,paid,Mobile,NC
112520,1153,2024-07-29 09:10:00,created,In-Store,ZZ
112521,467,2024-07-29 21:01:00,cancelled,Web,GA
112522,321,2024-07-29 23:30:00,paid,Web,NY
112523,539,2024-07-29 08:41:00,cancelled,In-Store,NC
112524,1103,2024-07-29 05:03:00,paid,In-Store,GA
112525,480,2024-07-29 17:45:00,cancelled,Mobile,CA
112526,341,2024-07-29 13:29:00,shipped,Web,FL
112527,658,2024-07-29 14:05:00,cancelled,In-Store,CA
112528,6,2024-07-29 00:36:00,paid,Web,IL
112529,413,2024-07-29 17:11:00,created,In-Store,IL
112530,9,2024-07-29 16:11:00,delivered,Web,NY
112531,43,2024-07-29 06:39:00,cancelled,Web,MA
112532,1047,2024-07-29 13:26:00,shipped,Mobile,NY
112533,1064,2024-07-29 18:29:00,delivered,Web,CA
112534,391,2024-07-29 10:38:00,cancelled,Mobile,CA
112535,1146,2024-07-29 22:35:00,created,Mobile,IN
112536,555,2024-07-29 02:52:00,cancelled,In-Store,CA
112537,445,2024-07-29 21:56:00,paid,Mobile,IL
112538,733,2024-07-29 12:03:00,shipped,Mobile,ZZ
112539,894,2024-07-29 17:28:00,delivered,Web,FL
112540,924,2024-07-29 08:13:00,delivered,Web,IL
112541,1113,2024-07-29 11:11:00,cancelled,Mobile,IN
112542,987,2024-07-29 06:15:00,shipped,In-Store,ZZ
112543,205,2024-07-29 16:59:00,shipped,Web,PA
112544,216,2024-07-29 22:27:00,paid,Mobile,GA
112545,603,2024-07-29 09:22:00,paid,Web,NC
112546,932,2024-07-29 06:32:00,delivered,Mobile,GA
112547,801,2024-07-29 20:08:00,paid,Web,FL
112548,378,2024-07-29 20:34:00,cancelled,Mobile,GA
112549,723,2024-07-29 14:41:00,delivered,In-Store,WA
112550,775,2024-07-29 14:41:00,paid,Web,IL
112551,121,2024-07-29 04:03:00,delivered,In-Store,NY
112552,785,2024-07-29 20:47:00,paid,In-Store,CA
112553,210,2024-07-29 17:00:00,shipped,Web,TX
112554,292,2024-07-29 09:05:00,cancelled,In-Store,PA
112555,354,2024-07-30 02:15:00,paid,Mobile,IL
112556,260,2024-07-30 03:52:00,shipped,Mobile,GA
112557,1067,2024-07-30 08:33:00,shipped,Web,FL
112558,448,2024-07-30 04:06:00,cancelled,In-Store,TX
112559,213,2024-07-30 05:42:00,cancelled,Mobile,CA
112560,63,2024-07-30 06:29:00,created,Mobile,IN
112561,729,2024-07-30 10:27:00,paid,In-Store,FL
112562,452,2024-07-30 09:21:00,delivered,Web,IL
112563,1053,2024-07-30 06:35:00,delivered,In-Store,IL
112564,181,2024-07-30 02:27:00,created,Web,CA
112565,399,2024-07-30 20:18:00,shipped,Mobile,ZZ
112566,550,2024-07-30 07:43:00,paid,In-Store,CA
112567,237,2024-07-30 01:52:00,created,In-Store,MA
112568,296,2024-07-30 14:23:00,created,Mobile,PA
112569,179,2024-07-30 13:08:00,created,Mobile,NY
112570,224,2024-07-30 18:56:00,cancelled,Mobile,ZZ
112571,503,2024-07-30 22:14:00,cancelled,Web,GA
112572,1179,2024-07-30 02:26:00,shipped,Mobile,WA
112573,636,2024-07-30 21:09:00,delivered,Web,IN
112574,47,2024-07-30 23:30:00,delivered,Mobile,IL
112575,716,2024-07-30 04:08:00,cancelled,Web,NC
112576,382,2024-07-30 20:25:00,shipped,In-Store,CA
112577,700,2024-07-30 13:54:00,created,Web,IN
112578,531,2024-07-30 02:21:00,shipped,Web,ZZ
112579,130,2024-07-30 20:29:00,created,Web,TX
112580,1149,2024-07-30 01:05:00,cancelled,In-Store,MA
112581,3,2024-07-30 09:08:00,created,Mobile,MA
112582,349,2024-07-30 13:39:00,delivered,Web,FL
112583,381,2024-07-30 07:14:00,created,Mobile,FL
112584,20,2024-07-30 20:11:00,paid,In-Store,ZZ
112585,138,2024-07-30 11:58:00,cancelled,Mobile,GA
112586,816,2024-07-30 13:59:00,paid,Web,TX
112587,1056,2024-07-30 03:51:00,created,In-Store,MA
112588,1105,2024-07-30 20:14:00,cancelled,Mobile,NC
112589,950,2024-07-30 08:00:00,shipped,Web,IL
112590,185,2024-07-30 19:08:00,delivered,In-Store,IL
112591,888,2024-07-30 09:51:00,created,In-Store,WA
112592,278,2024-07-30 10:34:00,cancelled,In-Store,ZZ
112593,219,2024-07-30 08:06:00,paid,Mobile,PA
112594,762,2024-07-30 20:05:00,shipped,Mobile,NY
112595,286,2024-07-30 15:22:00,paid,Web,IL
112596,489,2024-07-30 14:26:00,delivered,Web,IN
112597,1089,2024-07-30 07:12:00,cancelled,Web,GA
112598,1071,2024-07-30 06:19:00,created,Mobile,IL
112599,762,2024-07-30 02:19:00,paid,Web,FL
112600,349,2024-07-30 21:53:00,shipped,Web,WA
112601,1027,2024-07-30 22:13:00,created,Mobile,IN
112602,733,2024-07-30 23:52:00,paid,Web,NY
112603,874,2024-07-30 05:18:00,delivered,Web,PA
112604,497,2024-07-30 17:10:00,cancelled,In-Store,FL
112605,476,2024-07-30 20:04:00,created,Web,MA
112606,430,2024-07-30 11:44:00,created,In-Store,NC
112607,39,2024-07-30 06:46:00,delivered,In-Store,MA
112608,826,2024-07-30 06:58:00,shipped,Mobile,PA
112609,1042,2024-07-30 09:46:00,shipped,Mobile,FL
112610,370,2024-07-30 20:39:00,delivered,In-Store,GA
112611,120,2024-07-30 21:27:00,shipped,In-Store,FL
112612,313,2024-07-30 00:46:00,paid,In-Store,IN
112613,261,2024-07-30 13:45:00,cancelled,Web,NC
112614,582,2024-07-30 04:17:00,shipped,In-Store,PA
112615,368,2024-07-30 10:35:00,delivered,Mobile,MA
112616,630,2024-07-30 20:48:00,created,Mobile,MA
112617,502,2024-07-30 10:14:00,created,In-Store,ZZ
112618,67,2024-07-30 07:42:00,cancelled,Web,ZZ
112619,101,2024-07-30 03:23:00,delivered,Mobile,PA
112620,19,2024-07-30 21:16:00,shipped,In-Store,NC
112621,1000,2024-07-30 15:22:00,paid,Mobile,NY
112622,774,2024-07-30 02:04:00,cancelled,Web,NY
112623,1168,2024-07-30 10:53:00,shipped,Mobile,CA
112624,1014,2024-07-30 13:53:00,created,In-Store,WA
112625,787,2024-07-30 04:03:00,created,Web,NY
112626,1117,2024-07-30 02:37:00,shipped,Web,NC
112627,891,2024-07-30 10:11:00,created,Web,NY
112628,524,2024-07-30 02:47:00,paid,In-Store,NC
112629,1169,2024-07-30 10:08:00,shipped,Web,CA
112630,958,2024-07-30 00:15:00,created,Mobile,TX
112631,186,2024-07-31 21:21:00,paid,In-Store,PA
112632,838,2024-07-31 01:43:00,shipped,Mobile,FL
112633,193,2024-07-31 06:35:00,delivered,In-Store,GA
112634,951,2024-07-31 16:24:00,delivered,In-Store,FL
112635,772,2024-07-31 22:34:00,paid,Web,PA
112636,475,2024-07-31 19:56:00,shipped,In-Store,PA
112637,39,2024-07-31 00:42:00,cancelled,Mobile,NY
112638,848,2024-07-31 16:46:00,cancelled,Web,IL
112639,505,2024-07-31 07:19:00,created,In-Store,IL
112640,262,2024-07-31 23:13:00,shipped,Mobile,ZZ
112641,108,2024-07-31 05:27:00,created,Mobile,IL
112642,974,2024-07-31 10:04:00,cancelled,Web,NC
112643,301,2024-07-31 07:54:00,cancelled,Web,PA
112644,1111,2024-07-31 12:36:00,paid,Mobile,WA
112645,1058,2024-07-31 22:45:00,paid,In-Store,IN
112646,1092,2024-07-31 06:14:00,paid,Web,ZZ
112647,262,2024-07-31 13:22:00,cancelled,In-Store,PA
112648,144,2024-07-31 07:23:00,shipped,Web,CA
112649,807,2024-07-31 04:43:00,created,In-Store,IN
112650,1101,2024-07-31 03:00:00,shipped,Web,TX
112651,12,2024-07-31 03:13:00,cancelled,Mobile,NY
112652,733,2024-07-31 07:47:00,shipped,In-Store,ZZ
112653,76,2024-07-31 23:58:00,shipped,Mobile,IL
112654,32,2024-07-31 14:31:00,cancelled,Web,NC
112655,780,2024-07-31 08:56:00,delivered,Mobile,IL
112656,322,2024-07-31 07:12:00,paid,Mobile,TX
112657,956,2024-07-31 11:01:00,created,Mobile,GA
112658,1016,2024-07-31 23:19:00,shipped,Mobile,WA
112659,14,2024-07-31 09:16:00,shipped,Mobile,GA
112660,891,2024-07-31 09:17:00,shipped,In-Store,GA
112661,972,2024-07-31 10:26:00,paid,Mobile,IN
112662,672,2024-07-31 03:45:00,cancelled,Web,PA
112663,533,2024-07-31 05:29:00,delivered,Mobile,NY
112664,394,2024-07-31 21:07:00,cancelled,In-Store,PA
112665,2,2024-07-31 14:53:00,shipped,Mobile,IN
112666,422,2024-07-31 04:39:00,delivered,Web,NC
112667,1018,2024-07-31 02:29:00,shipped,In-Store,IL
112668,730,2024-07-31 22:26:00,paid,Web,PA
112669,426,2024-07-31 10:40:00,created,Web,ZZ
112670,117,2024-07-31 06:34:00,paid,Web,TX
112671,151,2024-07-31 01:18:00,delivered,Web,IL
112672,709,2024-07-31 07:44:00,paid,Web,NC
112673,695,2024-07-31 08:49:00,shipped,Web,FL
112674,746,2024-07-31 04:48:00,cancelled,Web,GA
112675,708,2024-07-31 08:54:00,shipped,Mobile,NY
112676,900,2024-07-31 16:34:00,paid,In-Store,IL
112677,236,2024-07-31 20:59:00,cancelled,Web,FL
112678,677,2024-07-31 21:02:00,shipped,Web,WA
112679,572,2024-07-31 19:12:00,delivered,Mobile,ZZ
112680,322,2024-07-31 08:07:00,shipped,In-Store,MA
112681,632,2024-07-31 01:11:00,paid,In-Store,CA
112682,70,2024-07-31 20:48:00,cancelled,Web,NC
112683,475,2024-07-31 02:46:00,shipped,In-Store,MA
112684,25,2024-07-31 19:01:00,paid,In-Store,GA
112685,343,2024-07-31 20:58:00,created,In-Store,GA
112686,1101,2024-07-31 17:22:00,created,Mobile,FL
112687,131,2024-07-31 21:24:00,delivered,Web,CA
112688,547,2024-07-31 14:48:00,paid,Mobile,TX
112689,345,2024-07-31 23:22:00,created,Mobile,FL
112690,338,2024-07-31 14:12:00,delivered,In-Store,TX
112691,145,2024-07-31 04:36:00,cancelled,Web,IN
112692,123,2024-07-31 22:00:00,created,Mobile,PA
112693,1085,2024-07-31 14:19:00,paid,Web,TX
112694,79,2024-07-31 13:24:00,shipped,Web,NY
112695,506,2024-07-31 19:22:00,paid,Web,CA
112696,174,2024-07-31 04:52:00,cancelled,Mobile,NC
112697,418,2024-07-31 08:41:00,created,In-Store,TX
112698,121,2024-07-31 18:31:00,delivered,In-Store,TX
112699,1125,2024-07-31 04:52:00,paid,Web,PA
112700,74,2024-07-31 17:24:00,created,In-Store,FL
112701,131,2024-08-01 03:15:00,created,Mobile,WA
112702,64,2024-08-01 19:32:00,delivered,Web,IN
112703,935,2024-08-01 03:39:00,delivered,In-Store,GA
112704,804,2024-08-01 13:56:00,shipped,In-Store,PA
112705,502,2024-08-01 15:33:00,shipped,Web,NC
112706,723,2024-08-01 14:23:00,delivered,In-Store,CA
112707,1124,2024-08-01 06:39:00,created,Mobile,PA
112708,773,2024-08-01 20:06:00,cancelled,Mobile,CA
112709,198,2024-08-01 11:39:00,shipped,Web,NY
112710,794,2024-08-01 19:36:00,delivered,Web,NY
112711,819,2024-08-01 13:14:00,cancelled,Mobile,PA
112712,704,2024-08-01 12:03:00,created,In-Store,IL
112713,811,2024-08-01 06:59:00,created,Mobile,NY
112714,178,2024-08-01 20:04:00,cancelled,Web,MA
112715,36,2024-08-01 13:17:00,shipped,In-Store,TX
112716,775,2024-08-01 12:35:00,shipped,Mobile,IN
112717,557,2024-08-01 20:11:00,paid,Web,GA
112718,1042,2024-08-01 02:04:00,shipped,Web,PA
112719,635,2024-08-01 10:15:00,created,In-Store,TX
112720,428,2024-08-01 00:29:00,cancelled,Mobile,NC
112721,996,2024-08-01 21:54:00,paid,In-Store,NY
112722,1199,2024-08-01 20:41:00,created,Web,FL
112723,588,2024-08-01 07:26:00,created,Mobile,ZZ
112724,374,2024-08-01 15:55:00,cancelled,Web,IL
112725,1174,2024-08-01 07:01:00,paid,Web,NY
112726,977,2024-08-01 06:09:00,created,Web,WA
112727,1023,2024-08-01 11:39:00,delivered,Mobile,MA
112728,98,2024-08-01 15:53:00,paid,Web,GA
112729,15,2024-08-01 00:53:00,delivered,In-Store,PA
112730,821,2024-08-01 06:01:00,shipped,Mobile,ZZ
112731,999,2024-08-01 20:25:00,created,Web,GA
112732,99,2024-08-01 12:57:00,cancelled,Mobile,IN
112733,23,2024-08-01 03:45:00,shipped,Web,CA
112734,667,2024-08-01 04:33:00,cancelled,Mobile,NC
112735,90,2024-08-01 06:12:00,cancelled,Web,IL
112736,779,2024-08-01 06:51:00,delivered,Web,IN
112737,637,2024-08-01 17:08:00,created,Mobile,PA
112738,1138,2024-08-01 08:50:00,created,Web,TX
112739,597,2024-08-01 06:13:00,delivered,In-Store,PA
112740,474,2024-08-01 18:01:00,cancelled,Mobile,TX
112741,484,2024-08-01 12:10:00,delivered,Mobile,MA
112742,683,2024-08-01 23:49:00,delivered,In-Store,IL
112743,7,2024-08-01 20:17:00,cancelled,Mobile,NC
112744,474,2024-08-01 13:58:00,delivered,In-Store,IL
112745,508,2024-08-01 12:00:00,shipped,In-Store,IN
112746,1083,2024-08-01 11:21:00,paid,In-Store,GA
112747,684,2024-08-01 07:29:00,created,Web,IN
112748,382,2024-08-01 10:01:00,created,In-Store,NC
112749,610,2024-08-01 04:15:00,paid,Mobile,NY
112750,457,2024-08-01 20:56:00,paid,Mobile,MA
112751,91,2024-08-01 14:29:00,created,Mobile,GA
112752,222,2024-08-02 01:09:00,created,Mobile,FL
112753,683,2024-08-02 07:43:00,cancelled,Mobile,MA
112754,548,2024-08-02 12:23:00,created,In-Store,IL
112755,153,2024-08-02 09:47:00,created,Web,MA
112756,93,2024-08-02 16:22:00,paid,Mobile,IL
112757,504,2024-08-02 13:46:00,created,Mobile,NC
112758,1200,2024-08-02 05:44:00,delivered,In-Store,ZZ
112759,608,2024-08-02 03:41:00,created,Mobile,NC
112760,229,2024-08-02 06:58:00,shipped,In-Store,NC
112761,1076,2024-08-02 08:22:00,created,In-Store,GA
112762,348,2024-08-02 12:33:00,paid,Web,WA
112763,790,2024-08-02 15:32:00,shipped,In-Store,CA
112764,336,2024-08-02 14:46:00,created,Web,MA
112765,542,2024-08-02 09:50:00,delivered,In-Store,IN
112766,855,2024-08-02 09:37:00,shipped,In-Store,NY
112767,281,2024-08-02 12:28:00,delivered,Web,IL
112768,181,2024-08-02 21:12:00,created,Mobile,TX
112769,705,2024-08-02 06:51:00,created,Mobile,CA
112770,469,2024-08-02 08:49:00,cancelled,Web,NY
112771,232,2024-08-02 09:33:00,cancelled,Web,PA
112772,911,2024-08-02 08:30:00,cancelled,Web,WA
112773,147,2024-08-02 18:51:00,created,Mobile,TX
112774,998,2024-08-02 11:33:00,cancelled,Mobile,FL
112775,823,2024-08-02 11:27:00,created,Mobile,IL
112776,1025,2024-08-02 08:43:00,delivered,In-Store,CA
112777,662,2024-08-02 00:00:00,paid,Web,CA
112778,469,2024-08-02 19:11:00,cancelled,In-Store,NC
112779,53,2024-08-02 11:57:00,delivered,Web,TX
112780,139,2024-08-02 07:11:00,created,Mobile,ZZ
112781,439,2024-08-02 04:25:00,delivered,Mobile,TX
112782,959,2024-08-02 08:49:00,shipped,Mobile,ZZ
112783,897,2024-08-02 05:51:00,created,Web,TX
112784,497,2024-08-02 17:43:00,created,In-Store,MA
112785,516,2024-08-02 14:44:00,created,Web,IN
112786,824,2024-08-02 12:26:00,cancelled,Web,CA
112787,1112,2024-08-02 18:02:00,cancelled,In-Store,NC
112788,496,2024-08-02 05:42:00,delivered,In-Store,TX
112789,1061,2024-08-02 22:10:00,shipped,Web,NY
112790,1191,2024-08-02 02:41:00,cancelled,Mobile,GA
112791,842,2024-08-02 02:35:00,created,In-Store,CA
112792,599,2024-08-02 20:44:00,paid,Web,FL
112793,91,2024-08-02 13:46:00,created,Web,TX
112794,150,2024-08-02 00:04:00,shipped,In-Store,WA
112795,1069,2024-08-02 21:20:00,delivered,Web,GA
112796,712,2024-08-02 17:25:00,created,In-Store,PA
112797,444,2024-08-03 19:01:00,cancelled,Mobile,TX
112798,1088,2024-08-03 02:14:00,shipped,Mobile,GA
112799,214,2024-08-03 13:57:00,created,Mobile,NY
112800,474,2024-08-03 22:48:00,cancelled,Mobile,IL
112801,287,2024-08-03 18:36:00,created,In-Store,TX
112802,625,2024-08-03 20:04:00,created,Mobile,TX
112803,288,2024-08-03 12:34:00,created,In-Store,ZZ
112804,512,2024-08-03 06:38:00,cancelled,Mobile,MA
112805,136,2024-08-03 19:55:00,shipped,Mobile,WA
112806,331,2024-08-03 05:15:00,delivered,In-Store,PA
112807,262,2024-08-03 09:11:00,delivered,In-Store,ZZ
112808,144,2024-08-03 20:02:00,delivered,Mobile,NY
112809,526,2024-08-03 15:30:00,shipped,Mobile,CA
112810,289,2024-08-03 07:29:00,cancelled,In-Store,NY
112811,827,2024-08-03 07:58:00,cancelled,Web,MA
112812,889,2024-08-03 17:56:00,shipped,Mobile,CA
112813,1101,2024-08-03 21:21:00,shipped,Web,CA
112814,303,2024-08-03 17:16:00,paid,Mobile,MA
112815,387,2024-08-03 06:31:00,shipped,Web,WA
112816,760,2024-08-03 11:47:00,cancelled,Mobile,GA
112817,390,2024-08-03 15:49:00,created,In-Store,CA
112818,1142,2024-08-03 14:50:00,shipped,In-Store,IN
112819,1146,2024-08-03 03:22:00,created,In-Store,IN
112820,707,2024-08-03 21:20:00,shipped,In-Store,CA
112821,248,2024-08-03 16:16:00,paid,Mobile,MA
112822,661,2024-08-03 06:15:00,delivered,Mobile,MA
112823,526,2024-08-03 01:10:00,cancelled,Mobile,IL
112824,649,2024-08-03 00:58:00,cancelled,Mobile,GA
112825,68,2024-08-03 09:37:00,shipped,Web,ZZ
112826,1162,2024-08-03 18:12:00,shipped,In-Store,GA
112827,28,2024-08-03 05:28:00,shipped,Mobile,GA
112828,399,2024-08-03 07:27:00,delivered,Mobile,IL
112829,921,2024-08-03 06:19:00,created,Mobile,NY
112830,1072,2024-08-03 19:54:00,created,In-Store,GA
112831,862,2025-09-17 00:00:00,paid,Web,GA
112832,985,2024-08-03 01:17:00,created,Mobile,IL
112833,40,2024-08-03 08:05:00,shipped,In-Store,CA
112834,76,2024-08-03 09:57:00,created,In-Store,MA
112835,551,2024-08-03 02:01:00,paid,In-Store,WA
112836,645,2024-08-03 20:06:00,shipped,Web,MA
112837,887,2024-08-03 06:46:00,cancelled,Mobile,CA
112838,478,2024-08-03 21:15:00,shipped,Mobile,WA
112839,398,2024-08-03 04:30:00,cancelled,Mobile,MA
112840,196,2024-08-03 17:18:00,delivered,Web,PA
112841,516,2024-08-03 05:08:00,cancelled,Mobile,GA
112842,1009,2024-08-03 17:16:00,created,In-Store,GA
112843,1045,2024-08-03 19:48:00,paid,Mobile,PA
112844,559,2024-08-03 05:15:00,cancelled,Mobile,CA
112845,692,2024-08-03 22:08:00,shipped,Mobile,ZZ
112846,240,2024-08-03 15:50:00,cancelled,In-Store,ZZ
112847,781,2024-08-03 14:56:00,paid,Mobile,NC
112848,996,2024-08-03 13:29:00,cancelled,Web,TX
112849,915,2024-08-03 02:07:00,delivered,In-Store,ZZ
112850,1100,2024-08-03 03:51:00,shipped,Web,CA
112851,278,2024-08-03 22:24:00,shipped,Web,NY
112852,1155,2024-08-03 19:54:00,delivered,Mobile,GA
112853,467,2024-08-04 01:07:00,created,Web,IL
112854,781,2024-08-04 16:44:00,shipped,Web,FL
