order_id,product_id,quantity,unit_price,line_total
111179,66,1,102.14,102.14
111180,131,2,55.06,110.12
111181,83,1,59.13,59.13
111181,49,2,103.58,207.16
111181,198,3,38.07,114.21
111182,93,1,110.85,110.85
111183,60,1,50.56,50.56
111183,188,1,63.56,63.56
111183,176,2,35.71,71.42
111183,162,1,52.0,52.0
111184,44,1,69.1,69.1
111184,13,1,60.57,60.57
111185,37,3,90.37,271.11
111185,226,2,96.43,192.86
111185,11,2,66.83,133.66
111186,58,1,64.65,64.65
111186,182,2,81.03,162.06
111187,26,5,91.45,457.25
111187,104,1,133.57,133.57
111187,230,1,63.51,63.51
111188,132,5,81.33,406.65
111188,149,2,18.9,37.8
111189,15,1,152.34,152.34
111190,228,1,35.59,35.59
111190,126,0,37.67,0.0
111191,78,2,58.35,116.7
111191,77,1,89.28,89.28
111191,96,1,121.51,121.51
111192,76,1,51.26,51.26
111193,243,1,60.33,60.33
111193,117,1,61.27,61.27
111194,156,1,55.21,55.21
111194,6,1,74.48,74.48
111194,18,1,110.08,110.08
111195,89,1,49.89,49.89
111195,14,2,47.58,95.16
111195,74,1,10.08,10.08
111196,146,1,76.51,76.51
111196,200,1,61.78,61.78
111196,66,3,102.14,306.42
111196,68,1,65.71,65.71
111197,98,1,84.95,84.95
111198,155,2,106.96,213.92
111199,45,2,47.88,95.76
111199,151,1,99.79,99.79
111200,51,5,58.61,293.05
111201,7,1,54.57,54.57
111201,149,4,18.9,75.6
111201,2,7,57.56,402.92
111201,20,4,34.0,136.0
111201,199,1,91.75,91.75
111201,29,1,75.65,75.65
111202,193,2,60.73,121.46
111203,239,4,48.75,195.0
111204,196,2,34.49,68.98
111205,63,1,45.43,45.43
111205,115,1,5.13,5.13
111205,248,1,25.08,25.08
111206,237,1,61.17,61.17
111206,225,3,119.78,359.34
111207,148,3,74.45,223.35
111207,126,1,37.67,37.67
111207,121,2,72.64,145.28
111208,188,1,63.56,63.56
111208,182,1,81.03,81.03
111208,89,1,49.89,49.89
111209,170,2,73.09,146.18
111209,102,1,23.78,23.78
111209,11,2,66.83,133.66
111210,127,2,19.4,38.8
111211,112,2,62.26,124.52
111211,71,1,70.49,70.49
111212,232,3,43.43,130.29
111213,92,1,28.45,28.45
111214,47,2,87.28,174.56
111214,39,4,19.04,76.16
111215,60,1,50.56,50.56
111215,8,5,25.54,127.7
111215,23,2,41.84,83.68
111216,2,1,57.56,57.56
111216,225,1,119.78,119.78
111216,26,4,91.45,365.8
111216,161,3,102.97,308.91
111216,188,1,63.56,63.56
111217,19,2,83.82,167.64
111217,149,1,18.9,18.9
111218,74,4,10.08,40.32
111218,202,4,70.33,281.32
111219,117,3,61.27,183.81
111219,14,2,47.58,95.16
111219,9,1,14.26,14.26
111220,129,2,78.06,156.12
111220,205,1,50.04,50.04
111220,76,1,51.26,51.26
111221,74,2,10.08,20.16
111221,198,1,38.07,38.07
111221,53,4,43.41,173.64
111222,99,2,29.77,59.54
111222,32,1,35.54,35.54
111222,63,1,45.43,45.43
111223,46,1,56.35,56.35
111224,84,2,40.61,81.22
111224,18,3,110.08,330.24
111225,196,3,34.49,103.47
111225,35,2,99.37,198.74
111226,73,3,43.15,129.45
111226,9,1,14.26,14.26
111227,115,1,5.13,5.13
111228,71,1,70.49,70.49
111228,92,4,28.45,113.8
111229,89,2,49.89,99.78
111230,129,2,78.06,156.12
111230,197,1,38.93,38.93
111230,173,1,69.95,69.95
111231,107,1,106.02,106.02
111232,152,3,41.94,125.82
111232,196,3,34.49,103.47
111233,118,1,86.98,86.98
111233,93,1,110.85,110.85
111234,168,1,81.45,81.45
111234,177,1,82.73,82.73
111235,243,1,60.33,60.33
111235,162,6,52.0,312.0
111236,171,1,98.24,98.24
111236,179,2,83.23,166.46
111236,28,5,100.57,502.85
111237,217,1,42.24,42.24
111237,240,4,64.46,257.84
111238,97,2,99.71,199.42
111239,182,2,81.03,162.06
111239,59,2,50.9,101.8
111239,219,2,114.93,229.86
111239,146,2,76.51,153.02
111240,146,5,76.51,382.55
111240,83,2,59.13,118.26
111240,133,1,83.99,83.99
111240,192,3,93.44,280.32
111240,146,1,76.51,76.51
111240,37,4,90.37,361.48
111241,201,1,94.34,94.34
111241,55,1,74.06,74.06
111241,236,4,25.32,101.28
111241,103,1,57.79,57.79
111241,130,1,55.78,55.78
111242,195,1,108.2,108.2
111242,164,1,80.21,80.21
111242,129,2,78.06,156.12
111242,155,2,106.96,213.92
111243,206,1,131.86,131.86
111243,222,1,77.6,77.6
111244,192,1,93.44,93.44
111245,3,2,57.76,115.52
111245,158,1,16.69,16.69
111245,74,4,10.08,40.32
111246,108,1,95.4,95.4
111247,149,3,18.9,56.7
111247,89,4,49.89,199.56
111247,90,1,54.89,54.89
111248,139,4,55.08,220.32
111248,61,1,33.51,33.51
111249,199,3,91.75,275.25
111249,155,2,106.96,213.92
111250,162,1,52.0,52.0
111251,202,2,70.33,140.66
111251,218,1,67.66,67.66
111252,8,2,25.54,51.08
111252,81,1,153.29,153.29
111253,244,4,50.84,203.36
111254,158,1,16.69,16.69
111254,248,8,25.08,200.64
111255,24,2,43.37,86.74
111255,42,2,38.99,77.98
111256,54,4,125.13,500.52
111256,220,1,67.82,67.82
111257,84,1,40.61,40.61
111257,4,2,92.29,184.58
111258,194,1,131.02,131.02
111259,52,1,77.47,77.47
111259,237,5,61.17,305.85
111260,234,4,54.66,218.64
111260,9,2,14.26,28.52
111260,206,1,131.86,131.86
111260,237,2,61.17,122.34
111260,235,1,57.02,57.02
111260,40,2,42.13,84.26
111261,191,1,86.49,86.49
111261,223,6,58.02,348.12
111261,64,1,137.0,137.0
111262,124,2,40.13,80.26
111263,62,1,45.21,45.21
111264,197,2,38.93,77.86
111264,210,4,46.89,187.56
111265,48,1,94.31,94.31
111265,110,4,57.85,231.4
111266,175,2,35.71,71.42
111266,150,1,148.73,148.73
111267,146,5,76.51,382.55
111267,61,1,33.51,33.51
111268,45,4,47.88,191.52
111268,79,4,193.0,772.0
111268,233,6,23.45,140.7
111269,224,7,127.22,890.54
111269,149,5,18.9,94.5
111269,65,2,55.19,110.38
111270,199,2,91.75,183.5
111270,50,3,46.88,140.64
111271,6,1,74.48,74.48
111271,207,1,64.62,64.62
111272,244,3,50.84,152.52
111272,177,2,82.73,165.46
111273,72,1,121.24,121.24
111273,203,1,63.93,63.93
111273,118,4,86.98,347.92
111273,212,3,108.37,325.11
111273,223,5,58.02,290.1
111274,185,2,73.34,146.68
111275,109,1,73.23,73.23
111275,247,1,61.76,61.76
111276,3,2,57.76,115.52
111276,186,7,24.5,171.5
111277,9,2,-14.26,-28.52
111277,6,1,74.48,74.48
111277,154,7,53.04,371.28
111277,35,3,99.37,298.11
111277,232,1,43.43,43.43
111278,196,2,34.49,68.98
111279,166,1,73.27,73.27
111279,32,5,35.54,177.7
111279,119,3,34.72,104.16
111280,36,1,100.35,100.35
111280,128,3,60.62,181.86
111280,28,2,100.57,201.14
111281,38,4,33.67,134.68
111281,209,6,54.54,327.24
111281,103,2,57.79,115.58
111281,58,4,64.65,258.6
111281,109,1,73.23,73.23
111282,182,1,81.03,81.03
111283,110,1,57.85,57.85
111284,161,1,102.97,102.97
111284,176,3,35.71,107.13
111284,14,1,47.58,47.58
111285,87,4,69.92,279.68
111285,83,1,59.13,59.13
111286,148,2,74.45,148.9
111287,216,1,98.25,98.25
111288,103,2,57.79,115.58
111288,234,1,54.66,54.66
111289,82,1,75.22,75.22
111289,102,3,23.78,71.34
111289,45,2,47.88,95.76
111289,198,2,38.07,76.14
111289,183,3,64.59,193.77
111289,184,6,61.75,370.5
111290,27,1,97.72,97.72
111290,17,2,126.16,252.32
111290,13,6,60.57,363.42
111291,198,4,38.07,152.28
111291,80,1,100.13,100.13
111291,43,5,60.3,301.5
111291,180,4,61.01,244.04
111291,97,3,99.71,299.13
111292,84,1,40.61,40.61
111293,187,1,23.85,23.85
111293,181,2,16.25,32.5
111293,210,1,46.89,46.89
111294,3,2,57.76,115.52
111294,93,2,110.85,221.7
111294,154,3,53.04,159.12
111295,35,1,99.37,99.37
111295,66,2,102.14,204.28
111296,7,6,54.57,327.42
111296,181,1,16.25,16.25
111296,177,1,82.73,82.73
111296,228,3,35.59,106.77
111297,235,1,57.02,57.02
111298,221,1,43.71,43.71
111298,191,1,86.49,86.49
111299,125,1,37.01,37.01
111299,176,2,35.71,71.42
111299,217,2,42.24,84.48
111299,103,1,57.79,57.79
111299,70,2,45.82,91.64
111299,42,3,38.99,116.97
111300,114,1,58.99,58.99
111301,31,1,74.24,74.24
111301,220,2,67.82,135.64
111302,92,1,28.45,28.45
111302,117,2,61.27,122.54
111303,105,2,49.55,99.1
111303,88,1,43.99,43.99
111304,53,1,43.41,43.41
111304,83,1,59.13,59.13
111305,49,1,103.58,103.58
111305,143,2,41.78,83.56
111305,28,2,100.57,201.14
111306,215,2,46.07,92.14
111306,35,1,99.37,99.37
111307,217,1,42.24,42.24
111307,60,1,50.56,50.56
111308,25,4,37.77,151.08
111308,243,1,60.33,60.33
111308,21,4,26.84,107.36
111309,179,3,83.23,249.69
111310,128,1,60.62,60.62
111310,228,1,35.59,35.59
111311,158,2,16.69,33.38
111311,239,2,48.75,97.5
111311,219,1,114.93,114.93
111311,116,1,88.72,88.72
111311,230,1,63.51,63.51
111311,183,1,64.59,64.59
111312,136,3,46.89,140.67
111313,78,1,58.35,58.35
111313,124,2,40.13,80.26
111313,143,2,41.78,83.56
111314,221,1,43.71,43.71
111314,195,1,108.2,108.2
111315,212,3,108.37,325.11
111315,130,2,55.78,111.56
111315,172,1,55.29,55.29
111316,242,3,54.3,162.9
111316,223,0,58.02,0.0
111317,80,1,100.13,100.13
111317,92,1,28.45,28.45
111317,18,1,110.08,110.08
111317,186,1,24.5,24.5
111317,188,3,63.56,190.68
111318,76,4,51.26,205.04
111318,183,1,64.59,64.59
111318,58,5,64.65,323.25
111319,222,5,77.6,388.0
111319,28,1,100.57,100.57
111320,111,2,44.49,88.98
111320,234,6,54.66,327.96
111321,173,3,69.95,209.85
111321,185,1,73.34,73.34
111321,235,1,57.02,57.02
111321,238,1,77.52,77.52
111322,5,4,110.54,442.16
111322,230,1,63.51,63.51
111323,33,2,69.88,139.76
111323,187,1,23.85,23.85
111324,31,3,74.24,222.72
111324,100,6,28.23,169.38
111324,159,1,87.96,87.96
111325,101,1,93.86,93.86
111325,165,2,65.52,131.04
111325,9,3,14.26,42.78
111326,74,1,10.08,10.08
111326,80,3,100.13,300.39
111326,93,1,110.85,110.85
111327,127,2,19.4,38.8
111328,170,1,73.09,73.09
111329,53,1,43.41,43.41
111329,30,1,29.47,29.47
111330,192,2,93.44,186.88
111330,225,6,119.78,718.68
111331,3,4,57.76,231.04
111332,159,1,87.96,87.96
111333,250,2,71.85,143.7
111333,142,1,38.25,38.25
111333,46,2,56.35,112.7
111334,171,1,98.24,98.24
111335,75,1,23.62,23.62
111335,190,1,47.97,47.97
111336,208,5,28.56,142.8
111336,83,2,59.13,118.26
111336,191,4,86.49,345.96
111337,107,7,106.02,742.14
111338,212,2,108.37,216.74
111338,86,2,101.47,202.94
111339,97,3,99.71,299.13
111339,107,1,106.02,106.02
111340,44,1,69.1,69.1
111341,56,2,57.54,115.08
111342,16,1,35.38,35.38
111342,94,1,69.72,69.72
111343,188,1,63.56,63.56
111343,137,2,90.74,181.48
111343,158,4,16.69,66.76
111343,131,2,55.06,110.12
111344,179,1,83.23,83.23
111345,111,5,44.49,222.45
111345,58,1,64.65,64.65
111346,47,7,87.28,610.96
111347,93,2,110.85,221.7
111347,37,1,90.37,90.37
111348,97,1,99.71,99.71
111348,74,1,10.08,10.08
111349,76,1,51.26,51.26
111350,220,2,67.82,135.64
111350,184,1,61.75,61.75
111351,43,1,60.3,60.3
111351,195,1,108.2,108.2
111352,233,1,23.45,23.45
111352,52,1,77.47,77.47
111352,142,3,38.25,114.75
111352,12,1,74.4,74.4
111353,148,1,74.45,74.45
111354,212,1,108.37,108.37
111354,37,2,90.37,180.74
111354,206,2,131.86,263.72
111355,14,2,47.58,95.16
111356,103,1,57.79,57.79
111357,47,1,87.28,87.28
111358,164,1,80.21,80.21
111358,248,2,25.08,50.16
111359,32,1,35.54,35.54
111359,134,3,58.72,176.16
111359,112,1,62.26,62.26
111360,75,2,23.62,47.24
111360,10,1,51.62,51.62
111360,43,1,60.3,60.3
111360,183,1,64.59,64.59
111360,40,1,42.13,42.13
111360,147,1,22.26,22.26
111361,189,1,95.46,95.46
111361,162,2,52.0,104.0
111362,108,2,95.4,190.8
111363,96,1,121.51,121.51
111363,109,1,73.23,73.23
111363,82,2,75.22,150.44
111364,151,2,99.79,199.58
111364,54,2,125.13,250.26
111365,2,3,57.56,172.68
111365,163,2,71.4,142.8
111366,116,3,88.72,266.16
111366,189,2,95.46,190.92
111366,229,1,62.34,62.34
111366,81,1,153.29,153.29
111367,230,2,63.51,127.02
111367,91,1,41.05,41.05
111367,81,4,153.29,613.16
111367,35,3,99.37,298.11
111368,13,1,60.57,60.57
111368,21,3,26.84,80.52
111368,71,3,70.49,211.47
111369,239,7,48.75,341.25
111369,214,2,67.77,135.54
111369,17,4,126.16,504.64
111370,46,1,56.35,56.35
111370,227,2,60.2,120.4
111371,18,2,110.08,220.16
111371,156,1,55.21,55.21
111372,159,5,87.96,439.8
111372,138,1,63.88,63.88
111373,30,1,29.47,29.47
111373,214,3,67.77,203.31
111373,185,1,73.34,73.34
111374,193,1,60.73,60.73
111374,245,1,82.05,82.05
111375,84,1,40.61,40.61
111375,27,2,97.72,195.44
111375,131,2,55.06,110.12
111376,222,2,77.6,155.2
111377,92,1,28.45,28.45
111377,56,1,57.54,57.54
111377,98,1,84.95,84.95
111378,80,2,100.13,200.26
111379,111,3,44.49,133.47
111379,29,2,75.65,151.3
111380,43,2,60.3,120.6
111380,197,3,38.93,116.79
111381,159,3,87.96,263.88
111381,98,6,84.95,509.7
111381,148,1,74.45,74.45
111381,135,1,165.92,165.92
111382,80,2,100.13,200.26
111382,88,2,43.99,87.98
111382,63,1,45.43,45.43
111382,99,1,29.77,29.77
111382,242,1,54.3,54.3
111382,26,0,91.45,0.0
111383,143,1,41.78,41.78
111384,28,2,100.57,201.14
111385,90,4,54.89,219.56
111385,48,1,94.31,94.31
111385,105,1,49.55,49.55
111386,183,4,64.59,258.36
111387,177,2,82.73,165.46
111387,158,1,16.69,16.69
111388,106,3,90.51,271.53
111388,168,1,81.45,81.45
111388,131,10,55.06,550.6
111388,210,2,46.89,93.78
111389,160,2,81.45,162.9
111390,212,1,108.37,108.37
111390,180,1,61.01,61.01
111391,168,1,81.45,81.45
111391,223,1,58.02,58.02
111392,123,3,88.23,264.69
111392,5,2,110.54,221.08
111393,189,3,95.46,286.38
111393,8,3,25.54,76.62
111393,54,2,125.13,250.26
111394,171,2,98.24,196.48
111394,238,1,77.52,77.52
111395,241,3,37.09,111.27
111396,9,2,14.26,28.52
111396,112,1,62.26,62.26
111396,93,1,110.85,110.85
111397,178,1,116.53,116.53
111398,26,1,91.45,91.45
111398,36,4,100.35,401.4
111399,134,1,58.72,58.72
111399,232,1,43.43,43.43
111400,148,3,74.45,223.35
111400,47,1,87.28,87.28
111400,157,2,34.01,68.02
111400,170,2,73.09,146.18
111400,232,2,43.43,86.86
111401,229,1,62.34,62.34
111401,3,1,57.76,57.76
111402,187,3,23.85,71.55
111403,67,4,54.11,216.44
111403,150,1,148.73,148.73
111403,86,1,101.47,101.47
111404,36,6,100.35,602.1
111404,105,1,49.55,49.55
111405,224,1,127.22,127.22
111406,94,1,69.72,69.72
111406,220,1,67.82,67.82
111406,124,1,40.13,40.13
111406,87,3,69.92,209.76
111406,188,2,63.56,127.12
111407,146,1,76.51,76.51
111408,104,1,133.57,133.57
111409,189,1,95.46,95.46
111410,179,3,83.23,249.69
111410,123,2,88.23,176.46
111411,25,3,37.77,113.31
111411,217,1,42.24,42.24
111411,53,2,43.41,86.82
111411,18,3,110.08,330.24
111411,154,2,53.04,106.08
111412,113,3,103.0,309.0
111412,222,2,77.6,155.2
111413,160,1,81.45,81.45
111413,250,1,71.85,71.85
111414,53,3,43.41,130.23
111414,209,1,54.54,54.54
111414,105,1,49.55,49.55
111415,228,2,35.59,71.18
111415,60,1,50.56,50.56
111415,233,1,23.45,23.45
111416,197,2,38.93,77.86
111416,37,4,90.37,361.48
111417,77,1,89.28,89.28
111417,86,1,101.47,101.47
111417,132,1,81.33,81.33
111417,208,2,28.56,57.12
111418,173,1,69.95,69.95
111418,109,1,73.23,73.23
111418,241,2,37.09,74.18
111418,213,1,68.96,68.96
111419,213,2,68.96,137.92
111419,103,2,57.79,115.58
111419,40,1,42.13,42.13
111419,168,1,81.45,81.45
111420,145,1,80.44,80.44
111421,249,1,68.1,68.1
111421,144,3,68.87,206.61
111422,142,1,38.25,38.25
111422,151,3,99.79,299.37
111422,87,1,69.92,69.92
111422,145,1,80.44,80.44
111422,160,2,81.45,162.9
111423,219,2,114.93,229.86
111423,227,7,60.2,421.4
111423,102,4,23.78,95.12
111423,90,2,54.89,109.78
111424,88,2,43.99,87.98
111424,181,2,16.25,32.5
111424,146,2,76.51,153.02
111424,110,3,57.85,173.55
111424,250,4,71.85,287.4
111425,16,1,35.38,35.38
111426,246,2,63.92,127.84
111426,62,4,45.21,180.84
111427,198,1,38.07,38.07
111428,243,6,60.33,361.98
111428,112,3,62.26,186.78
111428,215,2,46.07,92.14
111429,236,2,25.32,50.64
111429,216,5,98.25,491.25
111430,163,3,71.4,214.2
111430,196,5,34.49,172.45
111431,30,1,29.47,29.47
111431,178,2,116.53,233.06
111432,37,2,90.37,180.74
111432,60,1,50.56,50.56
111433,50,2,46.88,93.76
111433,153,1,63.68,63.68
111434,18,1,110.08,110.08
111434,45,1,47.88,47.88
111435,194,1,131.02,131.02
111435,52,1,77.47,77.47
111436,177,1,82.73,82.73
111437,51,1,58.61,58.61
111437,87,1,69.92,69.92
111437,132,1,81.33,81.33
111438,207,2,64.62,129.24
111439,210,1,46.89,46.89
111439,242,1,54.3,54.3
111440,94,3,69.72,209.16
111440,224,1,127.22,127.22
111441,207,2,64.62,129.24
111441,247,5,61.76,308.8
111441,178,3,116.53,349.59
111441,101,3,93.86,281.58
111441,68,1,65.71,65.71
111441,99,2,29.77,59.54
111442,50,4,46.88,187.52
111442,57,3,192.59,577.77
111442,151,4,99.79,399.16
111443,8,2,25.54,51.08
111443,185,3,73.34,220.02
111443,108,1,95.4,95.4
111444,10,6,51.62,309.72
111444,45,2,47.88,95.76
111444,239,3,48.75,146.25
111444,147,1,22.26,22.26
111445,115,2,5.13,10.26
111446,102,5,23.78,118.9
111447,52,2,77.47,154.94
111447,202,3,70.33,210.99
111447,134,1,58.72,58.72
111448,2,2,57.56,115.12
111448,242,2,54.3,108.6
111448,165,1,65.52,65.52
111449,82,2,75.22,150.44
111449,242,4,54.3,217.2
111449,192,2,93.44,186.88
111449,51,5,58.61,293.05
111450,123,2,88.23,176.46
111450,131,2,55.06,110.12
111450,53,2,43.41,86.82
111451,37,5,90.37,451.85
111451,151,1,99.79,99.79
111451,85,3,82.59,247.77
111452,121,1,72.64,72.64
111452,68,1,65.71,65.71
111453,16,1,35.38,35.38
111454,145,1,80.44,80.44
111455,162,2,52.0,104.0
111455,97,1,99.71,99.71
111456,187,3,23.85,71.55
111457,47,1,87.28,87.28
111457,220,2,67.82,135.64
111458,102,3,23.78,71.34
111458,27,1,97.72,97.72
111458,104,1,133.57,133.57
111458,75,1,23.62,23.62
111459,82,1,75.22,75.22
111460,152,1,41.94,41.94
111460,107,1,106.02,106.02
111460,186,1,24.5,24.5
111460,106,1,90.51,90.51
111461,184,1,61.75,61.75
111461,146,2,76.51,153.02
111461,80,1,100.13,100.13
111462,119,1,34.72,34.72
111463,189,2,95.46,190.92
111464,111,4,44.49,177.96
111464,178,3,116.53,349.59
111465,105,1,49.55,49.55
111466,99,4,29.77,119.08
111466,73,5,43.15,215.75
111466,64,1,137.0,137.0
111467,29,3,75.65,226.95
111468,152,1,41.94,41.94
111468,225,1,119.78,119.78
111469,148,2,74.45,148.9
111469,218,2,67.66,135.32
111469,3,1,57.76,57.76
111470,210,1,46.89,46.89
111471,78,5,58.35,291.75
111471,237,2,61.17,122.34
111472,62,1,45.21,45.21
111472,118,3,86.98,260.94
111472,28,8,100.57,804.56
111472,226,2,96.43,192.86
111472,161,5,102.97,514.85
111472,98,1,84.95,84.95
111473,4,1,92.29,92.29
111474,231,1,127.6,127.6
111475,230,9,63.51,571.59
111475,99,2,29.77,59.54
111476,174,3,98.62,295.86
111476,143,0,41.78,0.0
111476,4,3,92.29,276.87
111476,46,1,56.35,56.35
111477,174,1,98.62,98.62
111478,163,1,71.4,71.4
111479,99,1,29.77,29.77
111479,2,1,57.56,57.56
111479,175,1,35.71,35.71
111480,219,1,114.93,114.93
111480,199,1,91.75,91.75
111480,212,1,108.37,108.37
111481,87,1,69.92,69.92
111481,137,2,90.74,181.48
111482,162,5,52.0,260.0
111483,165,1,65.52,65.52
111483,111,1,44.49,44.49
111483,53,1,43.41,43.41
111483,148,3,74.45,223.35
111483,243,4,60.33,241.32
111484,150,2,148.73,297.46
111484,40,3,42.13,126.39
111485,142,1,38.25,38.25
111485,153,1,63.68,63.68
111485,114,2,58.99,117.98
111485,86,3,101.47,304.41
111485,186,1,24.5,24.5
111486,67,1,54.11,54.11
111486,243,1,60.33,60.33
111487,126,2,37.67,75.34
111487,209,4,54.54,218.16
111487,100,4,28.23,112.92
111488,77,3,89.28,267.84
111488,59,1,50.9,50.9
111489,237,1,61.17,61.17
111490,9,1,14.26,14.26
111491,37,2,90.37,180.74
111491,247,2,61.76,123.52
111491,52,1,77.47,77.47
111492,193,1,60.73,60.73
111492,160,1,81.45,81.45
111492,212,5,108.37,541.85
111492,112,3,62.26,186.78
111493,84,1,40.61,40.61
111493,101,1,93.86,93.86
111494,102,1,23.78,23.78
111495,105,1,49.55,49.55
111495,81,2,153.29,306.58
111495,86,2,101.47,202.94
111495,54,2,125.13,250.26
111496,250,1,71.85,71.85
111496,94,1,69.72,69.72
111497,190,3,47.97,143.91
111497,137,1,90.74,90.74
111497,26,1,91.45,91.45
111497,135,1,165.92,165.92
111498,180,2,61.01,122.02
111498,94,2,69.72,139.44
111498,160,2,81.45,162.9
111498,206,1,131.86,131.86
111498,90,3,54.89,164.67
111498,58,2,64.65,129.3
111499,247,1,61.76,61.76
111499,158,1,16.69,16.69
111500,181,5,16.25,81.25
111501,48,2,94.31,188.62
111501,141,6,97.75,586.5
111501,82,5,75.22,376.1
111502,150,1,148.73,148.73
111502,39,2,19.04,38.08
111502,155,1,106.96,106.96
111502,150,1,148.73,148.73
111503,89,2,49.89,99.78
111503,215,4,46.07,184.28
111503,225,1,119.78,119.78
111504,22,1,80.25,80.25
111504,126,4,37.67,150.68
111504,133,5,83.99,419.95
111505,57,1,192.59,192.59
111506,108,3,95.4,286.2
111507,109,2,73.23,146.46
111508,206,2,131.86,263.72
111508,8,3,25.54,76.62
111508,10,2,51.62,103.24
111509,199,1,91.75,91.75
111509,231,1,127.6,127.6
111510,219,1,114.93,114.93
111510,187,2,23.85,47.7
111510,250,1,71.85,71.85
111510,235,1,57.02,57.02
111511,8,1,25.54,25.54
111511,224,1,127.22,127.22
111512,192,2,93.44,186.88
111512,209,1,54.54,54.54
111512,218,2,67.66,135.32
111512,101,2,93.86,187.72
111513,79,2,193.0,386.0
111513,149,1,18.9,18.9
111513,248,1,25.08,25.08
111514,95,2,39.4,78.8
111514,239,1,48.75,48.75
111514,195,3,108.2,324.6
111515,241,2,37.09,74.18
111515,25,7,37.77,264.39
111515,35,8,99.37,794.96
111516,3,1,57.76,57.76
111516,200,4,61.78,247.12
111516,194,1,131.02,131.02
111516,163,2,71.4,142.8
111517,41,4,17.74,70.96
111517,123,2,88.23,176.46
111518,58,1,64.65,64.65
111518,153,4,63.68,254.72
111519,217,3,42.24,126.72
111520,12,2,74.4,148.8
111520,210,9,46.89,422.01
111520,202,1,70.33,70.33
111521,116,6,88.72,532.32
111522,117,3,61.27,183.81
111522,3,3,57.76,173.28
111522,94,2,69.72,139.44
111523,35,1,99.37,99.37
111524,119,3,34.72,104.16
111525,74,1,10.08,10.08
111525,163,4,71.4,285.6
111525,56,1,57.54,57.54
111525,240,1,64.46,64.46
111525,68,2,65.71,131.42
111526,111,1,44.49,44.49
111526,116,2,88.72,177.44
111526,125,1,37.01,37.01
111526,61,1,33.51,33.51
111527,50,1,46.88,46.88
111527,40,2,42.13,84.26
111528,154,4,53.04,212.16
111528,20,1,34.0,34.0
111528,21,1,26.84,26.84
111528,110,4,57.85,231.4
111528,226,7,96.43,675.01
111529,10,8,51.62,412.96
111530,52,3,77.47,232.41
111530,42,2,38.99,77.98
111530,54,1,125.13,125.13
111530,7,3,54.57,163.71
111531,39,3,19.04,57.12
111531,238,1,77.52,77.52
111531,216,2,98.25,196.5
111531,123,1,88.23,88.23
111531,20,1,34.0,34.0
111532,150,2,148.73,297.46
111532,219,1,114.93,114.93
111532,118,1,86.98,86.98
111532,37,1,90.37,90.37
111533,103,1,57.79,57.79
111534,184,1,61.75,61.75
111534,109,1,73.23,73.23
111535,39,2,19.04,38.08
111535,231,1,127.6,127.6
111535,151,6,99.79,598.74
111535,50,5,46.88,234.4
111536,171,1,98.24,98.24
111536,27,2,97.72,195.44
111536,239,3,48.75,146.25
111536,81,4,153.29,613.16
111537,50,1,46.88,46.88
111538,219,1,114.93,114.93
111538,200,1,61.78,61.78
111538,222,1,77.6,77.6
111539,172,1,55.29,55.29
111539,146,2,76.51,153.02
111539,48,1,94.31,94.31
111539,200,1,61.78,61.78
111540,78,1,58.35,58.35
111540,138,2,63.88,127.76
111540,245,2,82.05,164.1
111540,43,1,60.3,60.3
111540,124,1,40.13,40.13
111540,127,2,19.4,38.8
111541,211,1,84.13,84.13
111541,93,1,110.85,110.85
111541,111,6,44.49,266.94
111542,24,2,43.37,86.74
111542,208,1,28.56,28.56
111542,201,1,94.34,94.34
111542,36,2,100.35,200.7
111543,165,1,65.52,65.52
111544,154,6,53.04,318.24
111545,62,4,45.21,180.84
111546,44,2,69.1,138.2
111546,158,2,16.69,33.38
111546,40,3,42.13,126.39
111546,196,2,34.49,68.98
111547,42,1,38.99,38.99
111547,200,1,61.78,61.78
111547,54,3,125.13,375.39
111548,56,5,57.54,287.7
111549,55,8,74.06,592.48
111549,32,1,35.54,35.54
111549,86,2,101.47,202.94
111550,86,1,101.47,101.47
111550,210,2,46.89,93.78
111551,71,2,70.49,140.98
111551,90,4,54.89,219.56
111551,112,1,62.26,62.26
111551,24,2,43.37,86.74
111552,218,1,67.66,67.66
111552,181,1,16.25,16.25
111553,66,3,102.14,306.42
111553,197,3,38.93,116.79
111554,211,1,84.13,84.13
111555,171,2,98.24,196.48
111556,53,1,43.41,43.41
111556,38,2,33.67,67.34
111557,176,3,35.71,107.13
111557,96,7,121.51,850.57
111557,11,2,66.83,133.66
111558,11,1,66.83,66.83
111558,191,1,86.49,86.49
111559,169,3,126.5,379.5
111560,222,4,77.6,310.4
111560,149,2,18.9,37.8
111561,190,1,47.97,47.97
111562,45,2,47.88,95.76
111563,113,4,103.0,412.0
111563,69,1,63.56,63.56
111564,92,1,28.45,28.45
111565,156,5,55.21,276.05
111565,154,2,53.04,106.08
111565,167,5,83.06,415.3
111566,125,1,37.01,37.01
111566,218,1,67.66,67.66
111566,73,1,43.15,43.15
111567,102,2,23.78,47.56
111567,204,3,84.64,253.92
111567,238,1,77.52,77.52
111567,132,2,81.33,162.66
111568,190,1,47.97,47.97
111568,242,2,54.3,108.6
111569,154,2,53.04,106.08
111569,64,2,137.0,274.0
111570,13,1,60.57,60.57
111570,241,5,37.09,185.45
